str_no_string|CHYBÍ TEXT!
str_ms_t_merchant_guild_long_descr_fac2|Když má město řádné tržiště, vydělají na tom jak kupci, tak i měšťané. A vojvoda vybere vyšší daně.
str_ms_t_merchant_guild_long_descr_fac3|Dokud se mají kupci kde ubytovat, vybalit zboží a kde příjemně strávit čas, nebude městská pokladna nikdy prázdná.
str_ms_t_merchant_guild_long_descr_fac4|Městský úřad - to je místo, kde se mimo jiné uzavírají všechny smlouvy a obchodní dohody. Když je v sídle městský úřad, je také snazší vybírat tu daně.
str_ms_t_merchant_guild_long_descr_fac5|Na trhovém náměstí jsou všichni kupci hezky pohromadě. Proto je taky jednodušší posoudit kvalitu všeho zboží. Město, které má velký trh, bohatne přímo před očima.
str_ms_t_merchant_guild_remour_descr_fac1|Včera bylo na sejmu rozhodnuto, že cizí kupci nebudou mít přístup na rynek. Teď nám půjdou obchody lépe.
str_ms_t_merchant_guild_remour_descr_fac2|Ve městě došlo ke skandálu - kupecký cech zneužil svého postavení a přivedl na mizinu jednoho kupce, který odmítl do cechu vstoupit.
str_ms_t_merchant_guild_remour_descr_fac3|Včera se v karavanseraji jeden kupec tak zkouřil hašišem, že rozdával hedvábí zadarmo.
str_ms_t_merchant_guild_remour_descr_fac4|Na městském úřadě vyřešili tu záležitost s kupci, kteří se vykrucovali z placení daní. Šoupli je všechny do basy.
str_ms_t_merchant_guild_remour_descr_fac5|Dneska dostane na bazaru jedna kacířská hříšnice karabáčem. Místa u oken už se prodávají po deseti tolarech.
str_ms_t_defense_short_descr_fac1|Nástražné pasti
str_ms_t_defense_short_descr_fac2|Špičaté kůly
str_ms_t_defense_short_descr_fac3|Hradní příkop
str_ms_t_defense_short_descr_fac4|Podzemní chodby
str_ms_t_defense_short_descr_fac5|Strážní věž
str_ms_t_defense_long_descr_fac1|Za války dvojnásob platí, že účel světí prostředky. Čím víc útočníků se chytí do pastí, tím bude obrana města jednodušší.
str_ms_t_defense_long_descr_fac2|Když jsou kolem města postavené záseky ze špičatých kůlů, je dvakrát tak těžké vzít ho ztečí.
str_ms_t_defense_long_descr_fac3|Když se kolem hradeb vyhloubí příkop, mají obránci mnohem větší šanci, že odrazí útok.
str_ms_t_defense_long_descr_fac4|Podzemní chodba s východem před městskými hradbami je dobré obranné opatření. Můžeš tudy poslat schopné lidi, aby napadli nepřítele z týla.
str_ms_t_defense_long_descr_fac5|Naostřené kůly s ostrou špicí vpředu jsou dobrý obranný prostředek. Zejména proti tatarským nájezdům.
str_ms_t_defense_remour_descr_fac1|Včera se náš vojvoda vracel nachmelený z nějakého večírku a spadl rovnou do jámy. To jsme se nasmáli!
str_ms_t_defense_remour_descr_fac2|Ženským se ty nové záseky ze špičatých kůlů líbí - výborně se na tom suší prádlo!
str_ms_t_defense_remour_descr_fac3|Náš muftí přepadl přes hradby. Nicméně, sláva Alláhovi, se zřítil do nového hradního příkopu, který už byl plný vody. Jenom škoda, že neuměl plavat...
str_ms_t_defense_remour_descr_fac4|Město drží smutek - ten starý ochlasta se zase ožral a spadl do podzemní chodby.
str_ms_t_defense_remour_descr_fac5|Povídá se, že včera za svítání vylezl polní ataman na věž, zkontrolovat stráž ve službě, a co nevidí - od jeho ženy si to šine pánská návštěva. To bylo po ránu řevu...
str_ms_t_treasury_short_descr_fac1|Městská pokladna
str_ms_t_treasury_short_descr_fac2|Pokladnice
str_ms_t_treasury_short_descr_fac3|Pokladna
str_ms_t_treasury_short_descr_fac4|Bankovní dům
str_ms_t_treasury_short_descr_fac5|Polní pokladna
str_ms_t_treasury_long_descr_fac1|Když má město vlastní pokladnu, nemusíš se tolik starat o vybírání daní.
str_ms_t_treasury_long_descr_fac2|Když je v pevnosti pokladnice, je snazší vybírat daně - nemusíš sám obcházet jednotlivé usedlosti.
str_ms_t_treasury_long_descr_fac3|Když má město pokladnu, snáz se od měšťanů vybírají daně.
str_ms_t_treasury_long_descr_fac4|Vládce má peníze uložené v bance. Včetně vybraných daní.
str_ms_t_treasury_long_descr_fac5|Když má město kozáckou polní pokladnu, nemusí vládce vytloukat daně z poddaných bičem.
str_ms_t_treasury_remour_descr_fac1|Náš vládce je moudrý člověk, vždycky mívá zásobu tolarů na zlé časy!
str_ms_t_treasury_remour_descr_fac2|Na bazaru se povídá, že prý včera nějací dva cizinci zkusili vykrást pokladnici. Asi neměli dost peněz na chlast...
str_ms_t_treasury_remour_descr_fac3|Náš vládce včera rozdával almužny. To znamená, že nebude mít v pokladně prázdno...
str_ms_t_treasury_remour_descr_fac4|Náš pán nechal postavit banku! Půjčili jsme si tam peníze a koupili jsme si nový nábytek!
str_ms_t_treasury_remour_descr_fac5|Včera polní ataman svolal kozáky a pohostil všechny kořalkou. Povídá se, že zpronevěřil nějaké peníze z pokladnice.
str_ms_t_barrack_short_descr_fac1|Kasárna
str_ms_t_barrack_short_descr_fac2|Kasárna
str_ms_t_barrack_short_descr_fac3|Kasárna
str_ms_t_barrack_short_descr_fac4|Kasárna
str_ms_t_barrack_short_descr_fac5|Kozácká kasárna
str_ms_t_barrack_long_descr_fac1|Kde jinde by se zdržovalo vojsko než v kasárnách. A kromě toho bude všude mnohem větší pořádek, když se vojáci nebudou poflakovat po městě.
str_ms_t_barrack_long_descr_fac2|Kde jinde by se zdržovalo vojsko než v kasárnách. A kromě toho bude všude mnohem větší pořádek, když se vojáci nebudou poflakovat po městě.
str_ms_t_barrack_long_descr_fac3|Kde jinde by se zdržovalo vojsko než v kasárnách. A kromě toho bude všude mnohem větší pořádek, když se vojáci nebudou poflakovat po městě.
str_ms_t_barrack_long_descr_fac4|Kde jinde by se zdržovalo vojsko než v kasárnách. A kromě toho bude všude mnohem větší pořádek, když se vojáci nebudou poflakovat po městě.
str_ms_t_barrack_long_descr_fac5|Kde jinde by se zdržovalo vojsko než v kasárnách. A kromě toho bude všude mnohem větší pořádek, když se vojáci nebudou poflakovat po městě.
str_ms_t_barrack_remour_descr_fac1|Ve městě prý postavili kasárna.
str_ms_t_barrack_remour_descr_fac2|Ve městě prý postavili kasárna.
str_ms_t_barrack_remour_descr_fac3|Ve městě prý postavili kasárna.
str_ms_t_barrack_remour_descr_fac4|Ve městě prý postavili kasárna.
str_ms_t_barrack_remour_descr_fac5|Ve městě prý postavili kasárna pro kozáky.
str_ms_t_stable_short_descr_fac1|Stáje
str_ms_t_stable_short_descr_fac2|Stáje
str_ms_t_stable_short_descr_fac3|Stáje
str_ms_t_stable_short_descr_fac4|Stáje
str_ms_t_stable_short_descr_fac5|Stáje
str_ms_t_stable_long_descr_fac1|Silná armáda se bez jízdy neobejde, a než může začít jízda s výcvikem, je potřeba postavit stáje pro koně.
str_ms_t_stable_long_descr_fac2|Silná armáda se bez jízdy neobejde, a než může začít jízda s výcvikem, je potřeba postavit stáje pro koně.
str_ms_t_stable_long_descr_fac3|Silná armáda se bez jízdy neobejde, a než může začít jízda s výcvikem, je potřeba postavit stáje pro koně.
str_ms_t_stable_long_descr_fac4|Silná armáda se bez jízdy neobejde, a než může začít jízda s výcvikem, je potřeba postavit stáje pro koně.
str_ms_t_stable_long_descr_fac5|Silná armáda se bez jízdy neobejde, a než může začít jízda s výcvikem, je potřeba postavit stáje pro koně.
str_ms_t_stable_remour_descr_fac1|Ve městě prý postavili nové stáje.
str_ms_t_stable_remour_descr_fac2|Ve městě prý postavili nové stáje.
str_ms_t_stable_remour_descr_fac3|Ve městě prý postavili nové stáje.
str_ms_t_stable_remour_descr_fac4|Ve městě prý postavili nové stáje.
str_ms_t_stable_remour_descr_fac5|Ve městě prý postavili nové stáje.
str_ms_t_armourer_short_descr_fac1|Mistr zbrojíř
str_ms_t_armourer_short_descr_fac2|Mistr zbrojíř
str_ms_t_armourer_short_descr_fac3|Mistr zbrojíř
str_ms_t_armourer_short_descr_fac4|Mistr zbrojíř
str_ms_t_armourer_short_descr_fac5|Mistr zbrojíř
str_ms_t_armourer_long_descr_fac1|Dobrý mistr zbrojíř je zárukou toho, že bude obchod se zbraněmi vzkvétat. U takového mistra není na škodu si objednat šavli nebo pár pistolí.
str_ms_t_armourer_long_descr_fac2|Když má město zbrojíře, má mnohem lepší zbraně. Pravda, a taky mnohem dražší.
str_ms_t_armourer_long_descr_fac3|Když má město zbrojíře, má mnohem lepší zbraně. Pravda, a taky mnohem dražší.
str_ms_t_armourer_long_descr_fac4|Když má město zbrojíře, má mnohem lepší zbraně. Pravda, a taky mnohem dražší.
str_ms_t_armourer_long_descr_fac5|Když má město zbrojíře, má mnohem lepší zbraně. Pravda, a taky mnohem dražší.
str_ms_t_armourer_remour_descr_fac1|Městský kat se prý teď po ránu holí tou novou sekerou, kterou mu vykoval náš mistr zbrojíř...
str_ms_t_armourer_remour_descr_fac2|U nového mistra zbrojíře prý si objednávají pistole bojaři z celého okolí.
str_ms_t_armourer_remour_descr_fac3|Náš mistr zbrojíř prý se vyučil v Damašku...
str_ms_t_armourer_remour_descr_fac4|Mušketou z dílny našeho nového mistra zbrojíře prý zabiješ chlapa na pět set kroků!
str_ms_t_armourer_remour_descr_fac5|Zbrojíř udělal setníkovi novou šavli. Prý s ní přesekne i letící pírko!
str_ms_t_protection_short_descr_fac1|Mistr zbrojíř
str_ms_t_protection_short_descr_fac2|Mistr zbrojíř
str_ms_t_protection_short_descr_fac3|Mistr zbrojíř
str_ms_t_protection_short_descr_fac4|Mistr zbrojíř
str_ms_t_protection_short_descr_fac5|Mistr zbrojíř
str_ms_t_protection_long_descr_fac1|Ve městě, kde je dobrý mistr zbrojíř, mají všichni vojáci zbroj v pořádku, a v obchodech, kde se brnění prodává, bývá větší výběr.
str_ms_t_protection_long_descr_fac2|Ve městě, kde je dobrý mistr zbrojíř, mají všichni vojáci zbroj v pořádku, a v obchodech, kde se brnění prodává, bývá větší výběr.
str_ms_t_protection_long_descr_fac3|Ve městě, kde je dobrý mistr zbrojíř, mají všichni vojáci zbroj v pořádku, a v obchodech, kde se brnění prodává, bývá větší výběr.
str_ms_t_protection_long_descr_fac4|Ve městě, kde je dobrý mistr zbrojíř, mají všichni vojáci zbroj v pořádku, a v obchodech, kde se brnění prodává, bývá větší výběr.
str_ms_t_protection_long_descr_fac5|Ve městě, kde je dobrý mistr zbrojíř, mají všichni vojáci zbroj v pořádku, a v obchodech, kde se brnění prodává, bývá větší výběr.
str_ms_t_protection_remour_descr_fac1|Mistr zbrojíř rád všem předvádí, jak jsou jeho zbroje pevné - pověsil jeden kyrys na stěnu, a kdo chce, může ho zkusit prostřelit z pistole. Za jeden výstřel se platí po tolaru...
str_ms_t_protection_remour_descr_fac2|Vojvoda se včera naparoval v nové zbroji. Povídá se, že za ni vysázel na stůl rovnou tisícovku!
str_ms_t_protection_remour_descr_fac3|Náš pán si objednal novou zbroj. Zlacenou!
str_ms_t_protection_remour_descr_fac4|Zbrojíř teď nebere žádné zakázky - dostal nařízeno vyzbrojit celý pluk rejtarů.
str_ms_t_protection_remour_descr_fac5|Včera tu byli chlapi ze Síče. Objednali si u zbrojíře plátovky a šarovary.
str_ms_t_groom_short_descr_fac1|Mistr podkoní
str_ms_t_groom_short_descr_fac2|Štolba
str_ms_t_groom_short_descr_fac3|Koňák
str_ms_t_groom_short_descr_fac4|Mistr podkoní
str_ms_t_groom_short_descr_fac5|Podkoní
str_ms_t_groom_long_descr_fac1|Dobrého koně potřebuje za války každý. A člověk, který se vyzná v chovu koní, má cenu zlata.
str_ms_t_groom_long_descr_fac2|Dobrého koně potřebuje za války každý. A člověk, který se vyzná v chovu koní, má cenu zlata.
str_ms_t_groom_long_descr_fac3|Dobrého koně potřebuje za války každý. A člověk, který se vyzná v chovu koní, má cenu zlata.
str_ms_t_groom_long_descr_fac4|Dobrého koně potřebuje za války každý. A člověk, který se vyzná v chovu koní, má cenu zlata.
str_ms_t_groom_long_descr_fac5|Dobrého koně potřebuje za války každý. A člověk, který se vyzná v chovu koní, má cenu zlata.
str_ms_t_groom_remour_descr_fac1|Náš podkoní chová vynikající hřebce. Zítra prý přivede nějaké na jarmark.
str_ms_t_groom_remour_descr_fac2|Vojvodu včera shodila jankovitá kobyla. Nový štolba mu vybral klidnějšího koně, aby mohl za jízdy podřimovat.
str_ms_t_groom_remour_descr_fac3|Pánovi přihnali ze stepi nové stádo koní. Takové jsme ve městě ještě neviděli!
str_ms_t_groom_remour_descr_fac4|K nám do města si jezdí kupovat koně dokonce i rejtaři.
str_ms_t_groom_remour_descr_fac5|Náš správce vyšlechtil výborné koně. Pravda, povídá se, že je ukradl Tatarům...
str_ms_t_advizer_short_descr_fac1|Poslíček
str_ms_t_advizer_short_descr_fac2|Posel
str_ms_t_advizer_short_descr_fac3|Zpravodaj
str_ms_t_advizer_short_descr_fac4|Kurýr
str_ms_t_advizer_short_descr_fac5|Posel
str_ms_t_advizer_long_descr_fac1|Vždycky je potřeba mít po ruce schopného člověka, aby vyřizoval rozkazy.
str_ms_t_advizer_long_descr_fac2|Vždycky je potřeba mít po ruce schopného člověka, aby vyřizoval rozkazy.
str_ms_t_advizer_long_descr_fac3|Vždycky je potřeba mít po ruce schopného člověka, aby vyřizoval rozkazy.
str_ms_t_advizer_long_descr_fac4|Vždycky je potřeba mít po ruce schopného člověka, aby vyřizoval rozkazy.
str_ms_t_advizer_long_descr_fac5|Vždycky je potřeba mít po ruce schopného člověka, aby vyřizoval rozkazy.
str_ms_t_advizer_remour_descr_fac1|Povídá se, že za purkmistrem přijel posel s nějakým důležitým lejstrem.
str_ms_t_advizer_remour_descr_fac2|Do města prý přijel posel s tajnou listinou. Ale co se v ní psalo, to nikdo neví.
str_ms_t_advizer_remour_descr_fac3|Našemu pánovi přišla naléhavá zpráva. Ti noví poslové jsou rychlí jako vítr...
str_ms_t_advizer_remour_descr_fac4|Dneska přivezl kurýr poštu. Příbuzní mi poslali dopis...
str_ms_t_advizer_remour_descr_fac5|Zase bude válka! Poslové jezdí z jednoho města do druhého jako diví!
str_ms_t_secret_order_short_descr_fac1|Soudce
str_ms_t_secret_order_short_descr_fac2|Komisař
str_ms_t_secret_order_short_descr_fac3|Muftí
str_ms_t_secret_order_short_descr_fac4|Prokurátor
str_ms_t_secret_order_short_descr_fac5|Polní ataman
str_ms_t_secret_order_long_descr_fac1|Je dobré, že ve městě máme někoho, před koho můžeme předvést zločince, a dostane se jim spravedlivého soudu.
str_ms_t_secret_order_long_descr_fac2|Když vede komisař ve městě pátrání a soudí zločince, nemusí tu práci dělat vládce.
str_ms_t_secret_order_long_descr_fac3|Muftí se ve městě těší větší úctě než vojevůdce. Může totiž libovolný spor rozsoudit podle zákonů šáríi, a když se něco stane, vždycky se to dozví jako první.
str_ms_t_secret_order_long_descr_fac4|Prokurátor udržuje ve městě pořádek. Zrádci se tu nemohou spolčovat a zločinci už vůbec nemají na růžích ustláno.
str_ms_t_secret_order_long_descr_fac5|Kozáci jsou horkokrevný národ. Sotva se někde usadí, začnou se mydlit mezi sebou. Bez polního atamana by se nepodařilo udržet pořádek.
str_ms_t_secret_order_remour_descr_fac1|Zločinci se teď bojí i vlastního stínu. Nový soudce je tuze přísný.
str_ms_t_secret_order_remour_descr_fac2|Jestli bude komisař i nadále tak horlivě bojovat proti zločinu, bude za chvíli dobrá polovina města bez uší.
str_ms_t_secret_order_remour_descr_fac3|Nový muftí je dobrý člověk. Nechal toho zrádce pověsit. Mohl ho dát nabodnout na kůl.
str_ms_t_secret_order_remour_descr_fac4|Prokurátor obvinil se zrady bohatého kupce. U soudu bude ještě veselo...
str_ms_t_secret_order_remour_descr_fac5|Polní ataman včera soudil toho zloděje koní. Ukázalo se, že je to tatarský špeh. Samozřejmě ho pověsili...
str_ms_t_tax_supervisor_short_descr_fac1|Fojt
str_ms_t_tax_supervisor_short_descr_fac2|Výběrčí daní
str_ms_t_tax_supervisor_short_descr_fac3|Celník
str_ms_t_tax_supervisor_short_descr_fac4|Berní úředník
str_ms_t_tax_supervisor_short_descr_fac5|Fojt
str_ms_t_tax_supervisor_long_descr_fac1|Kdyby měli měšťané na vybranou, v životě by nezaplatili ani groš na daních. Takže bez fojta se člověk neobejde.
str_ms_t_tax_supervisor_long_descr_fac2|Dobrý výběrčí daní je k nezaplacení. Měšťané se neustále vykrucují, nechtějí platit a je potřeba člověk, který by zjednal pořádek.
str_ms_t_tax_supervisor_long_descr_fac3|V městech se obchodu daří. A kde je obchod, tam je potřeba celnice. Jinak by vládce nedostal ani vindru.
str_ms_t_tax_supervisor_long_descr_fac4|Magdeburgské právo občany tak rozmazlilo, že se jim nechce platit daně. Však on už jim to berní úřad vysvětlí.
str_ms_t_tax_supervisor_long_descr_fac5|Války, povstání, nájezdy... Měšťané málem zapomněli, že je třeba platit daně. Fojt už jim to připomene...
str_ms_t_tax_supervisor_remour_descr_fac1|Městská šlechta je pobouřena - bude muset přispívat do státní pokladny!
str_ms_t_tax_supervisor_remour_descr_fac2|Včera chodil po usedlostech výběrčí, kvůli nedoplatkům na daních. Nám sebral prase a dva kohouty.
str_ms_t_tax_supervisor_remour_descr_fac3|U Alláha! Náš pán se o své poddané stará tak dobře, že je zbavuje i nadbytečných peněz. Všechny moje peníze padly na daně, nemám si za co koupit nový chalát!
str_ms_t_tax_supervisor_remour_descr_fac4|Inu, platit daně je vždycky těžké. Budeme doufat, že to panstvo aspoň neprochlastá a neutratí za zábavu.
str_ms_t_tax_supervisor_remour_descr_fac5|Měšťané včera ztloukli místního fojta. Nezůstala v něm ani jiskřička života.
str_ms_t_trading_master_short_descr_fac1|Burzovní makléř
str_ms_t_trading_master_short_descr_fac2|Kupec
str_ms_t_trading_master_short_descr_fac3|Karavanbaši
str_ms_t_trading_master_short_descr_fac4|Nákupčí
str_ms_t_trading_master_short_descr_fac5|Prodejce
str_ms_t_trading_master_long_descr_fac1|Mít na burze svého člověka, to znamená další příjmy do pokladnice.
str_ms_t_trading_master_long_descr_fac2|Schopný kupec je užitečný člověk. Platí tučné daně, a ještě ti sežene potřebné věci.
str_ms_t_trading_master_long_descr_fac3|Důvěryhodný karavanbaši je zárukou prosperity. Dohlíží na kupce a nenechá je, aby tě vzali na hůl.
str_ms_t_trading_master_long_descr_fac4|Kdo má ve městě vlastního nákupčího, ten sežene všechno zboží levněji. Taková ekonomika vede k růstu příjmů.
str_ms_t_trading_master_long_descr_fac5|Mít vlastního prodejce, který za tebe uzavírá obchody, je výborný nápad! Jen ať u něj obchodníci hezky utrácejí peníze, ty z toho budeš mít další zisky.
str_ms_t_trading_master_remour_descr_fac1|Včera prý byl na burze skandál. Makléř našeho vládce zkoušel podvádět.
str_ms_t_trading_master_remour_descr_fac2|Další kupec přišel na mizinu. Brzy zůstanou ve městě jen ti, kteří pracují pro našeho nového vládce.
str_ms_t_trading_master_remour_descr_fac3|Povídá se, že si karavanbaši přivydělává a prodává bokem pašovaný hašiš. Ten se má, jemu to projde, když ho pověřil sám vládce...
str_ms_t_trading_master_remour_descr_fac4|Nový nákupčí přebral všechny obecní zakázky. Prý má známé někde ve vládě.
str_ms_t_trading_master_remour_descr_fac5|V tom novém obchodě přijde kořalka třikrát tak draho, ale co se dá dělat, když všude jinde prodej alkoholu zakázali...
str_ms_t_priest_short_descr_fac1|Biskup
str_ms_t_priest_short_descr_fac2|Převor
str_ms_t_priest_short_descr_fac3|Imám
str_ms_t_priest_short_descr_fac4|Kaplan
str_ms_t_priest_short_descr_fac5|Duchovní
str_ms_t_priest_long_descr_fac1|Když je v městě biskupská katedrála, vládce může být spokojený.
str_ms_t_priest_long_descr_fac2|Vládce, kterému v kostele káže místní opat nebo převor, má s obyvatelstvem vždycky lehčí pořízení.
str_ms_t_priest_long_descr_fac3|Imám představuje pro pravověrné muslimy nezpochybnitelnou autoritu. Když řekne „zaplaťte“, lidé zaplatí. Proto je nezbytné mít imáma na své straně.
str_ms_t_priest_long_descr_fac4|Hradní kaplan je důležitá osoba. Odslouží kázání a dohlédne na pořádek. Ba i daně pomůže vybírat.
str_ms_t_priest_long_descr_fac5|Kde nemá duchovní líný jazyk, tam je i v pokladnici veseleji.
str_ms_t_priest_remour_descr_fac1|Nový biskup si prý potrpí na sborový zpěv. Ale asi špatně slyší, když do chrámového sboru naverboval samé křiklouny...
str_ms_t_priest_remour_descr_fac2|Převor včera křtil vojvodova syna. K večeru už se prý stěží držel na nohou.
str_ms_t_priest_remour_descr_fac3|Imám měl včera proslov. Říkal, že kdo řádně neplatí daně, hněvá tím Alláha.
str_ms_t_priest_remour_descr_fac4|Kaplan včera osobně vedl výběrčí daní na rynek. Prý se vybralo třikrát tolik nedoplatků než obvykle.
str_ms_t_priest_remour_descr_fac5|Náš velebníček nedávno zpovídal jednu mladou vdovu. A tak nadšeně jí odpustil všechny hříchy, že jsme ji dneska potkali s outěžkem...
str_ms_t_garrison_commander_short_descr_fac1|Kastelán
str_ms_t_garrison_commander_short_descr_fac2|Vojvoda
str_ms_t_garrison_commander_short_descr_fac3|Vojenský velitel
str_ms_t_garrison_commander_short_descr_fac4|Velitel posádky
str_ms_t_garrison_commander_short_descr_fac5|Setník
str_ms_t_garrison_commander_long_descr_fac1|Kastelán musí být stále na hradě a dávat pozor, aby bylo všechno v pořádku.
str_ms_t_garrison_commander_long_descr_fac2|Vojvody si váží celé město. Má na starost posádku, a kdyby bylo potřeba, může povolat domobranu.
str_ms_t_garrison_commander_long_descr_fac3|Vojenskému veliteli města se říká „dizdar“. Když správně dělá svou práci, nemusí si lidé dělat starosti.
str_ms_t_garrison_commander_long_descr_fac4|Velitel městské posádky dohlíží na disciplínu posádky a v případě napadení města může rychle povolat domobranu.
str_ms_t_garrison_commander_long_descr_fac5|Dobrý setník zná všechny občany jako své Pappenheimské. A když se něco semele, v okamžení povolá do zbraně každého, kdo už nějakou unese.
str_ms_t_garrison_commander_remour_descr_fac1|Kastelán vycvičil vojáky tak dobře, že už neumí stát jinak než v pozoru.
str_ms_t_garrison_commander_remour_descr_fac2|Vojvoda vedl včera výslech. Dva strážní mají vymknutou čelist a jednomu polámal pár žeber...
str_ms_t_garrison_commander_remour_descr_fac3|Co máme nového vojenského velitele, mají všichni mužici denně vojenské cvičení. Akorát teď nezbývá nikdo na práci.
str_ms_t_garrison_commander_remour_descr_fac4|Zatracený velitel posádky! Honí po cvičáku chudáky obyčejné občany, že prý to jsou noví rekruti...
str_ms_t_garrison_commander_remour_descr_fac5|Nový setník začal tvrdě. Místo pík rozdal chlapům šavle a dává jim pořádně do těla.
str_ms_t_upgrade_officer_infantry_short_descr_fac1|Žoldnéřský setník
str_ms_t_upgrade_officer_infantry_short_descr_fac2|Důstojník
str_ms_t_upgrade_officer_infantry_short_descr_fac3|Baltadži-aga
str_ms_t_upgrade_officer_infantry_short_descr_fac4|Pěchotní důstojník
str_ms_t_upgrade_officer_infantry_short_descr_fac5|Setník
str_ms_t_upgrade_officer_infantry_long_descr_fac1|Žoldákům vždycky velí setník, aby byl u vojska pořádek a aby měl kdo cvičit nové rekruty.
str_ms_t_upgrade_officer_infantry_long_descr_fac2|Střelcům vždycky velí důstojník, aby byl u vojska pořádek a aby měl kdo cvičit nové rekruty.
str_ms_t_upgrade_officer_infantry_long_descr_fac3|Jízda je pravda lepší, ale ani pěchotu se nevyplatí podceňovat.
str_ms_t_upgrade_officer_infantry_long_descr_fac4|Pěchotě vždycky velí setník, aby byl u vojska pořádek a aby měl kdo cvičit nové rekruty.
str_ms_t_upgrade_officer_infantry_long_descr_fac5|Kozákům vždycky velí setník, aby byl u vojska pořádek a aby měl kdo cvičit nové rekruty.
str_ms_t_upgrade_officer_infantry_remour_descr_fac1|Žoldáci prý mají nového setníka.
str_ms_t_upgrade_officer_infantry_remour_descr_fac2|Střelci prý mají nového velitele.
str_ms_t_upgrade_officer_infantry_remour_descr_fac3|Vojáci nemluví o ničem jiném, než že se na jaro chystá nájezd.
str_ms_t_upgrade_officer_infantry_remour_descr_fac4|Povídá se, že pěchota má nového velitele.
str_ms_t_upgrade_officer_infantry_remour_descr_fac5|Povídá se, že jmenovali nového setníka.
str_ms_t_upgrade_officer_cavalry_short_descr_fac1|Rotmistr
str_ms_t_upgrade_officer_cavalry_short_descr_fac2|Setník kavalerie
str_ms_t_upgrade_officer_cavalry_short_descr_fac3|Akindži-aga
str_ms_t_upgrade_officer_cavalry_short_descr_fac4|Kapitán dragounů
str_ms_t_upgrade_officer_cavalry_short_descr_fac5|Kapitán
str_ms_t_upgrade_officer_cavalry_long_descr_fac1|Dobrý boj v sedle si žádá výcvik a zručnost, bez dobrého velitele a pořádného cvičení by po jízdě neštěkl pes.
str_ms_t_upgrade_officer_cavalry_long_descr_fac2|Dobrý boj v sedle si žádá výcvik a zručnost, bez dobrého velitele a pořádného cvičení by po jízdě neštěkl pes.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3|Dobrý boj v sedle si žádá výcvik a zručnost, bez dobrého velitele a pořádného cvičení by po jízdě neštěkl pes.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4|Dobrý boj v sedle si žádá výcvik a zručnost, bez dobrého velitele a pořádného cvičení by po jízdě neštěkl pes.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5|Dobrý boj v sedle si žádá výcvik a zručnost, bez dobrého velitele a pořádného cvičení by po jízdě neštěkl pes.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1|Všichni se můžou přetrhnout, aby se zavděčili novému rotmistrovi.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2|Všichni se můžou přetrhnout, aby se zavděčili novému setníkovi.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3|Všichni se můžou přetrhnout, aby se zavděčili novému agovi.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4|Všichni se můžou přetrhnout, aby se zavděčili novému kapitánovi dragounů.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5|Všichni se můžou přetrhnout, aby se zavděčili novému kapitánovi.
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1|Kapitán německých pluků
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2|Výcvikový důstojník
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3|Azab-aga
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4|Kapitán stráže
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5|Korouhevník
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1|Každý pluk musí mít kapitána, aby měl kdo udržovat pořádek a cvičit nové rekruty.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2|Úkolem velitele výcviku je naučit kupu zelenáčů, jak vzít do ruky píku a jak se střílí z pistole.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3|Střílet z muškety není snadné, a tak se výcvikem nováčků většinou zabývají jen zkušení turečtí důstojníci.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4|Každá jednotka pěchoty musí mít svého setníka, aby měl kdo udržovat pořádek a cvičit nové rekruty.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5|Každá kozácká jednotka musí mít svého setníka, aby měl kdo udržovat pořádek a cvičit nové rekruty.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1|Žoldáci prý mají nového setníka.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac2|Střelci prý mají nového setníka.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac3|Ve městě je slyšet střelba z mušket - nový azab-aga dává rekrutům pěkně zabrat.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac4|Povídá se, že pěchota má nového velitele.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac5|Povídá se, že jmenovali nového setníka.
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac1|Setník kyrysníků
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac2|Setník místní jízdy
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac3|Bešli-aga
