str_no_string|NO STRING!
str_ms_t_merchant_guild_short_descr_fac1|商 会 
str_ms_t_merchant_guild_short_descr_fac2|商 会 
str_ms_t_merchant_guild_short_descr_fac3|商 会 
str_ms_t_merchant_guild_short_descr_fac4|商 会 
str_ms_t_merchant_guild_short_descr_fac5|商 会 
str_ms_t_merchant_guild_long_descr_fac1|城 里 人 来 地 区 议 会 商 讨 他 们 所 有 重 要 事 宜 。 同 时 ， 在 这 也 更 容 易 收 到 税 款 。 
str_ms_t_merchant_guild_long_descr_fac2|如 果 城 内 建 了 市 场 ， 商 人 与 市 民 会 变 得 更 加 富 裕 — — 同 时 领 主 也 能 收 到 更 多 税 金 。 
str_ms_t_merchant_guild_long_descr_fac3|只 有 商 人 们 有 歇 脚 处 可 以 存 储 货 物 ， 放 松 一 下 ， 城 市 的 金 库 就 不 会 空 虚 。 
str_ms_t_merchant_guild_long_descr_fac4|地 方 官 署 是 一 切 合 约 协 议 制 定 、 生 效 的 地 方 。 如 果 城 里 有 这 样 的 机 构 ， 税 金 也 更 容 易 收 集 。 
str_ms_t_merchant_guild_long_descr_fac5|商 人 们 在 操 场 聚 集 ， 在 这 里 可 以 谈 各 种 生 意 ， 同 时 也 更 容 易 在 这 找 到 商 人 。 拥 有 会 场 的 城 市 会 日 益 繁 荣 。 
str_ms_t_merchant_guild_remour_descr_fac1|昨 天 的 地 区 会 议 决 定 禁 止 外 国 商 人 进 入 市 场 ， 买 卖 现 在 容 易 多 了 。 
str_ms_t_merchant_guild_remour_descr_fac2|城 中 曝 出 一 桩 丑 闻 — — 商 会 利 用 自 己 的 势 力 迫 使 一 位 不 想 加 入 他 们 的 商 人 停 业 。 
str_ms_t_merchant_guild_remour_descr_fac3|昨 天 一 位 绸 缎 商 人 在 酒 馆 喝 得 大 醉 ， 他 把 所 有 的 绸 缎 都 免 费 分 发 了 。 
str_ms_t_merchant_guild_remour_descr_fac4|商 会 找 出 了 所 有 不 愿 交 税 的 商 人 ， 把 他 们 都 送 进 了 监 狱 。 
str_ms_t_merchant_guild_remour_descr_fac5|今 天 一 个 浪 荡 子 将 为 他 在 操 场 的 放 荡 行 为 受 十 下 鞭 笞 。 窗 边 的 好 位 置 现 只 售 10泰 勒 。 
str_ms_t_defense_short_descr_fac1|防 御 工 事 
str_ms_t_defense_short_descr_fac2|防 御 工 事 
str_ms_t_defense_short_descr_fac3|防 御 工 事 
str_ms_t_defense_short_descr_fac4|防 御 工 事 
str_ms_t_defense_short_descr_fac5|防 御 工 事 
str_ms_t_defense_long_descr_fac1|战 争 中 ， 任 何 可 以 带 来 胜 利 的 事 务 都 会 得 到 欢 迎 。 陷 入 陷 阱 的 进 攻 者 越 多 ， 守 城 就 越 容 易 。 
str_ms_t_defense_long_descr_fac2|若 以 锋 锐 的 木 栅 环 绕 城 市 ， 敌 人 的 攻 击 会 倍 加 艰 辛 。 
str_ms_t_defense_long_descr_fac3|若 城 墙 外 有 护 城 河 环 卫 ， 守 军 将 更 易 击 退 进 攻 。 
str_ms_t_defense_long_descr_fac4|一 条 通 往 城 外 的 地 道 在 守 城 时 意 义 重 大 。 守 军 可 通 过 这 隧 道 派 遣 忠 诚 士 兵 奇 袭 敌 军 后 方 。 
str_ms_t_defense_long_descr_fac5|斜 指 城 外 的 尖 利 木 桩 是 条 可 靠 的 防 线 ， 对 抵 御 鞑 靼 袭 击 尤 为 有 效 。 
str_ms_t_defense_remour_descr_fac1|昨 天 我 们 的 领 主 在 宴 会 上 喝 得 酩 酊 大 醉 ， 回 来 时 掉 进 了 坑 里 。 多 好 的 笑 料 ！ 
str_ms_t_defense_remour_descr_fac2|女 人 们 钟 爱 木 栅 。 这 给 她 们 提 供 了 方 便 的 晾 衣 架 ！ 
str_ms_t_defense_remour_descr_fac3|我 们 的 穆 夫 提 从 城 头 栽 了 下 去 ， 但 安 拉 啊 ， 他 直 接 掉 进 了 充 满 水 的 护 城 河 。 他 不 会 游 泳 真 是 太 糟 了 … … 
str_ms_t_defense_remour_descr_fac4|城 内 正 在 哀 悼 — — 昨 夜 ， 一 个 喝 得 大 醉 的 老 酒 客 掉 进 了 地 下 隧 道 。 
str_ms_t_defense_remour_descr_fac5|据 说 指 挥 官 昨 天 爬 上 塔 楼 查 哨 ， 结 果 发 现 一 个 士 兵 从 他 家 后 门 出 来 。 哦 ， 你 应 该 听 见 他 的 咒 骂 声 了 … … 
str_ms_t_treasury_short_descr_fac1|秘 密 金 库 
str_ms_t_treasury_short_descr_fac2|藏 宝 库 
str_ms_t_treasury_short_descr_fac3|金 库 
str_ms_t_treasury_short_descr_fac4|银 行 
str_ms_t_treasury_short_descr_fac5|城 市 金 库 
str_ms_t_treasury_long_descr_fac1|若 城 里 有 秘 密 金 库 ， 你 就 不 必 亲 自 去 收 税 了 。 
str_ms_t_treasury_long_descr_fac2|若 城 堡 里 有 藏 宝 库 ， 你 就 不 必 来 回 奔 波 收 税 了 。 
str_ms_t_treasury_long_descr_fac3|若 城 里 有 金 库 ， 向 市 民 征 税 会 更 容 易 。 
str_ms_t_treasury_long_descr_fac4|银 行 是 存 储 领 主 财 产 及 征 得 的 税 金 的 地 方 。 
str_ms_t_treasury_long_descr_fac5|如 果 城 里 有 金 库 ， 指 挥 官 就 不 必 亲 自 去 征 税 。 
str_ms_t_treasury_remour_descr_fac1|我 们 的 领 主 是 个 聪 明 人 。 他 总 是 攥 紧 钱 包 ， 以 备 不 时 之 需 。 
str_ms_t_treasury_remour_descr_fac2|市 场 上 有 传 言 说 昨 天 ， 两 个 白 痴 打 算 抢 劫 金 库 ， 因 为 没 钱 去 酒 馆 了 。 看 起 来 … … 
str_ms_t_treasury_remour_descr_fac3|昨 天 我 们 的 领 主 拿 出 了 一 笔 善 款 。 看 起 来 他 的 金 库 可 不 空 啊 … … 
str_ms_t_treasury_remour_descr_fac4|知 道 吗 ， 我 们 的 领 主 昨 天 开 放 了 银 行 ！ 我 们 借 了 笔 钱 买 了 些 新 家 具 。 
str_ms_t_treasury_remour_descr_fac5|昨 天 城 市 指 挥 官 召 集 所 有 哥 萨 克 一 起 喝 伏 特 加 。 据 说 ， 他 是 用 金 库 的 钱 付 账 的 。 
str_ms_t_barrack_short_descr_fac1|兵 营 
str_ms_t_barrack_short_descr_fac2|兵 营 
str_ms_t_barrack_short_descr_fac3|兵 营 
str_ms_t_barrack_short_descr_fac4|兵 营 
str_ms_t_barrack_short_descr_fac5|兵 营 
str_ms_t_barrack_long_descr_fac1|没 有 兵 营 ， 你 在 哪 儿 可 驻 扎 你 的 部 队 呢 ？ 并 且 如 果 士 兵 们 不 在 镇 子 里 乱 逛 的 话 ， 军 队 就 会 更 有 秩 序 。 
str_ms_t_barrack_long_descr_fac2|没 有 兵 营 ， 你 在 哪 儿 可 驻 扎 你 的 部 队 呢 ？ 并 且 如 果 士 兵 们 不 在 镇 子 里 乱 逛 的 话 ， 军 队 就 会 更 有 秩 序 。 
str_ms_t_barrack_long_descr_fac3|没 有 兵 营 ， 你 在 哪 儿 可 驻 扎 你 的 部 队 呢 ？ 并 且 如 果 士 兵 们 不 在 镇 子 里 乱 逛 的 话 ， 军 队 就 会 更 有 秩 序 。 
str_ms_t_barrack_long_descr_fac4|没 有 兵 营 ， 你 在 哪 儿 可 驻 扎 你 的 部 队 呢 ？ 并 且 如 果 士 兵 们 不 在 镇 子 里 乱 逛 的 话 ， 军 队 就 会 更 有 秩 序 。 
str_ms_t_barrack_long_descr_fac5|没 有 兵 营 ， 你 在 哪 儿 可 驻 扎 你 的 部 队 呢 ？ 并 且 如 果 士 兵 们 不 在 镇 子 里 乱 逛 的 话 ， 军 队 就 会 更 有 秩 序 。 
str_ms_t_barrack_remour_descr_fac1|有 消 息 说 ， 城 里 的 要 塞 附 近 ， 建 了 一 座 兵 营 。 
str_ms_t_barrack_remour_descr_fac2|有 消 息 说 ， 城 里 的 要 塞 附 近 ， 建 了 一 座 兵 营 。 
str_ms_t_barrack_remour_descr_fac3|有 消 息 说 ， 城 里 的 要 塞 附 近 ， 建 了 一 座 兵 营 。 
str_ms_t_barrack_remour_descr_fac4|有 消 息 说 ， 城 里 的 要 塞 附 近 ， 建 了 一 座 兵 营 。 
str_ms_t_barrack_remour_descr_fac5|有 消 息 说 ， 城 里 建 了 一 座 兵 营 。 
str_ms_t_stable_short_descr_fac1|马 厩 
str_ms_t_stable_short_descr_fac2|马 厩 
str_ms_t_stable_short_descr_fac3|马 厩 
str_ms_t_stable_short_descr_fac4|马 厩 
str_ms_t_stable_short_descr_fac5|马 厩 
str_ms_t_stable_long_descr_fac1|强 大 的 军 队 不 能 没 有 骑 兵 ， 而 在 你 能 够 训 练 骑 兵 之 前 ， 你 需 要 建 造 马 厩 。 
str_ms_t_stable_long_descr_fac2|强 大 的 军 队 不 能 没 有 骑 兵 ， 而 在 你 能 够 训 练 骑 兵 之 前 ， 你 需 要 建 造 马 厩 。 
str_ms_t_stable_long_descr_fac3|强 大 的 军 队 不 能 没 有 骑 兵 ， 而 在 你 能 够 训 练 骑 兵 之 前 ， 你 需 要 建 造 马 厩 。 
str_ms_t_stable_long_descr_fac4|强 大 的 军 队 不 能 没 有 骑 兵 ， 而 在 你 能 够 训 练 骑 兵 之 前 ， 你 需 要 建 造 马 厩 。 
str_ms_t_stable_long_descr_fac5|强 大 的 军 队 不 能 没 有 骑 兵 ， 而 在 你 能 够 训 练 骑 兵 之 前 ， 你 需 要 建 造 马 厩 。 
str_ms_t_stable_remour_descr_fac1|有 消 息 说 ， 城 里 建 了 一 座 新 马 厩 。 
str_ms_t_stable_remour_descr_fac2|有 消 息 说 ， 城 里 建 了 一 座 新 马 厩 。 
str_ms_t_stable_remour_descr_fac3|有 消 息 说 ， 城 里 建 了 一 座 新 马 厩 。 
str_ms_t_stable_remour_descr_fac4|有 消 息 说 ， 城 里 建 了 一 座 新 马 厩 。 
str_ms_t_stable_remour_descr_fac5|有 消 息 说 ， 城 里 建 了 一 座 新 马 厩 。 
str_ms_t_armourer_short_descr_fac1|兵 器 师 
str_ms_t_armourer_short_descr_fac2|兵 器 师 
str_ms_t_armourer_short_descr_fac3|兵 器 师 
str_ms_t_armourer_short_descr_fac4|兵 器 师 
str_ms_t_armourer_short_descr_fac5|兵 器 师 
str_ms_t_armourer_long_descr_fac1|一 位 优 秀 的 兵 器 师 能 保 证 兵 器 贸 易 将 一 直 繁 荣 — — 并 且 向 一 位 兵 器 师 订 购 一 把 马 刀 或 者 两 把 手 枪 ， 是 个 不 错 的 主 意 。 
str_ms_t_armourer_long_descr_fac2|如 果 城 里 有 了 一 名 军 械 士 ， 那 就 意 味 着 ， 城 里 制 造 的 武 器 质 量 会 很 高 。 不 过 ， 他 的 要 价 也 会 很 高 。 
str_ms_t_armourer_long_descr_fac3|如 果 城 里 有 了 一 名 军 械 士 ， 那 就 意 味 着 ， 城 里 制 造 的 武 器 质 量 会 很 高 。 不 过 ， 他 的 要 价 也 会 很 高 。 
str_ms_t_armourer_long_descr_fac4|如 果 城 里 有 了 一 名 军 械 士 ， 那 就 意 味 着 ， 城 里 制 造 的 武 器 质 量 会 很 高 。 不 过 ， 他 的 要 价 也 会 很 高 。 
str_ms_t_armourer_long_descr_fac5|如 果 城 里 有 了 一 名 军 械 士 ， 那 就 意 味 着 ， 城 里 制 造 的 武 器 质 量 会 很 高 。 不 过 ， 他 的 要 价 也 会 很 高 。 
str_ms_t_armourer_remour_descr_fac1|据 说 ， 最 近 刽 子 手 早 上 用 他 从 城 里 武 器 师 傅 买 的 新 斧 子 刮 脸 … … 
str_ms_t_armourer_remour_descr_fac2|据 说 甚 至 贵 族 们 也 跑 去 找 军 械 士 弄 手 枪 。 
str_ms_t_armourer_remour_descr_fac3|据 说 我 们 的 军 械 士 是 在 大 马 士 革 学 艺 的 … … 
str_ms_t_armourer_remour_descr_fac4|据 说 我 们 的 军 械 士 制 作 的 滑 膛 枪 可 以 在 五 百 尺 外 击 中 靶 子 ！ 
str_ms_t_armourer_remour_descr_fac5|军 械 士 为 指 挥 官 打 了 把 新 佩 剑 ， 它 能 将 飘 落 的 羽 毛 一 切 两 半 ！ 
str_ms_t_protection_short_descr_fac1|军 械 师 
str_ms_t_protection_short_descr_fac2|军 械 师 
str_ms_t_protection_short_descr_fac3|军 械 师 
str_ms_t_protection_short_descr_fac4|军 械 师 
str_ms_t_protection_short_descr_fac5|军 械 师 
str_ms_t_protection_long_descr_fac1|城 里 的 一 位 优 秀 的 军 械 大 师 会 让 战 士 们 有 不 错 的 服 装 ， 而 店 铺 里 的 兵 器 质 量 也 会 更 高 。 
str_ms_t_protection_long_descr_fac2|城 里 的 一 位 优 秀 的 军 械 大 师 会 让 战 士 们 有 不 错 的 服 装 ， 而 店 铺 里 的 兵 器 质 量 也 会 更 高 。 
str_ms_t_protection_long_descr_fac3|城 里 的 一 位 优 秀 的 军 械 大 师 会 让 战 士 们 有 不 错 的 服 装 ， 而 店 铺 里 的 兵 器 质 量 也 会 更 高 。 
str_ms_t_protection_long_descr_fac4|城 里 的 一 位 优 秀 的 军 械 大 师 会 让 战 士 们 有 不 错 的 服 装 ， 而 店 铺 里 的 兵 器 质 量 也 会 更 高 。 
str_ms_t_protection_long_descr_fac5|城 里 的 一 位 优 秀 的 军 械 大 师 会 让 战 士 们 有 不 错 的 服 装 ， 而 店 铺 里 的 兵 器 质 量 也 会 更 高 。 
str_ms_t_protection_remour_descr_fac1|礼 拜 天 ， 军 械 师 展 示 了 他 的 盔 甲 有 多 么 坚 固 。 他 将 胸 甲 抵 在 墙 上 ， 并 允 许 大 家 用 手 枪 射 击 ， 每 枪 收 1泰 勒 ！ 
str_ms_t_protection_remour_descr_fac2|统 帅 昨 天 在 炫 耀 他 的 新 头 盔 ， 听 说 是 他 花 了 整 整 一 千 泰 勒 买 下 来 的 。 
str_ms_t_protection_remour_descr_fac3|我 们 的 伯 克 搞 到 了 副 新 盔 甲 ， 表 面 满 是 金 饰 ！ 
str_ms_t_protection_remour_descr_fac4|盔 甲 匠 没 有 接 到 任 何 新 命 令 。 他 正 按 之 前 的 命 令 为 整 个 骑 兵 团 打 造 盔 甲 ！ 
str_ms_t_protection_remour_descr_fac5|昨 天 谢 契 的 哥 萨 克 人 来 到 这 里 ， 索 要 裤 子 和 整 捆 的 锁 子 甲 。 
str_ms_t_groom_short_descr_fac1|驯 马 师 
str_ms_t_groom_short_descr_fac2|驯 马 师 
str_ms_t_groom_short_descr_fac3|驯 马 师 
str_ms_t_groom_short_descr_fac4|驯 马 师 
str_ms_t_groom_short_descr_fac5|驯 马 师 
str_ms_t_groom_long_descr_fac1|所 有 的 部 下 都 需 要 好 马 来 打 仗 。 而 一 个 了 解 马 的 人 ， 就 像 黄 金 一 样 珍 贵 。 
str_ms_t_groom_long_descr_fac2|所 有 的 部 下 都 需 要 好 马 来 打 仗 。 而 一 个 了 解 马 的 人 ， 就 像 黄 金 一 样 珍 贵 。 
str_ms_t_groom_long_descr_fac3|所 有 的 部 下 都 需 要 好 马 来 打 仗 。 而 一 个 了 解 马 的 人 ， 就 像 黄 金 一 样 珍 贵 。 
str_ms_t_groom_long_descr_fac4|所 有 的 部 下 都 需 要 好 马 来 打 仗 。 而 一 个 了 解 马 的 人 ， 就 像 黄 金 一 样 珍 贵 。 
str_ms_t_groom_long_descr_fac5|所 有 的 部 下 都 需 要 好 马 来 打 仗 。 而 一 个 了 解 马 的 人 ， 就 像 黄 金 一 样 珍 贵 。 
str_ms_t_groom_remour_descr_fac1|驯 马 师 培 育 了 令 人 惊 叹 的 种 马 。 他 说 明 天 要 把 它 们 带 到 集 市 上 去 。 
str_ms_t_groom_remour_descr_fac2|昨 天 ， 一 匹 暴 躁 的 母 马 把 领 主 从 它 背 上 掀 了 下 来 。 我 们 的 新 掌 马 官 找 了 匹 更 温 顺 的 战 马 ， 于 是 我 们 的 指 挥 官 在 骑 行 时 睡 着 了 。 
str_ms_t_groom_remour_descr_fac3|伯 克 从 草 原 新 引 进 了 一 个 马 群 。 我 们 在 这 城 里 从 没 见 过 这 样 的 马 ！ 
str_ms_t_groom_remour_descr_fac4|甚 至 骑 兵 们 也 来 我 们 城 买 马 ！ 
str_ms_t_groom_remour_descr_fac5|我 们 的 牧 马 人 饲 育 了 出 色 的 马 匹 — — 尽 管 据 说 这 些 马 是 他 从 鞑 靼 人 那 偷 来 的 … … 
str_ms_t_advizer_short_descr_fac1|信 使 
str_ms_t_advizer_short_descr_fac2|信 使 
str_ms_t_advizer_short_descr_fac3|信 使 
str_ms_t_advizer_short_descr_fac4|信 使 
str_ms_t_advizer_short_descr_fac5|信 使 
str_ms_t_advizer_long_descr_fac1|手 边 有 个 值 得 信 任 的 部 下 来 传 达 命 令 ， 当 然 总 归 是 件 好 事 。 
str_ms_t_advizer_long_descr_fac2|手 边 有 个 值 得 信 任 的 部 下 来 传 达 命 令 ， 当 然 总 归 是 件 好 事 。 
str_ms_t_advizer_long_descr_fac3|手 边 有 个 值 得 信 任 的 部 下 来 传 达 命 令 ， 当 然 总 归 是 件 好 事 。 
str_ms_t_advizer_long_descr_fac4|手 边 有 个 值 得 信 任 的 部 下 来 传 达 命 令 ， 当 然 总 归 是 件 好 事 。 
str_ms_t_advizer_long_descr_fac5|手 边 有 个 值 得 信 任 的 部 下 来 传 达 命 令 ， 当 然 总 归 是 件 好 事 。 
str_ms_t_advizer_remour_descr_fac1|飞 速 传 播 的 流 言 说 一 个 信 使 带 着 一 封 重 要 的 文 书 来 找 市 长 。 
str_ms_t_advizer_remour_descr_fac2|据 说 一 个 携 带 密 信 信 使 到 达 了 这 里 。 这 到 底 和 什 么 有 关 ， 没 人 知 道 。 
str_ms_t_advizer_remour_descr_fac3|我 们 的 贝 伊 收 到 了 一 封 急 信 。 这 些 新 信 使 来 去 如 风 … … 
str_ms_t_advizer_remour_descr_fac4|今 天 ， 信 使 带 来 了 些 信 — — 另 一 封 来 自 亲 戚 那 的 信 … … 
str_ms_t_advizer_remour_descr_fac5|战 争 又 爆 发 了 ！ 信 使 们 像 疯 了 一 样 往 来 于 两 城 间 ！ 
str_ms_t_secret_order_short_descr_fac1|警 卫 
str_ms_t_secret_order_short_descr_fac2|警 卫 
str_ms_t_secret_order_short_descr_fac3|警 卫 
str_ms_t_secret_order_short_descr_fac4|警 卫 
str_ms_t_secret_order_short_descr_fac5|警 卫 
str_ms_t_secret_order_long_descr_fac1|城 里 有 人 可 以 找 出 罪 犯 并 将 其 绳 之 以 法 真 是 太 好 了 。 
str_ms_t_secret_order_long_descr_fac2|当 有 人 能 找 出 贼 并 审 判 他 们 时 ， 事 情 就 顺 利 多 了 。 
str_ms_t_secret_order_long_descr_fac3|通 常 对 城 市 而 言 ， 穆 夫 提 比 指 挥 官 更 重 要 ， 他 可 以 依 伊 斯 兰 律 法 处 理 民 怨 ， 并 第 一 时 间 觉 察 到 背 叛 行 为 。 
str_ms_t_secret_order_long_descr_fac4|警 卫 可 维 持 治 安 。 有 他 们 在 ， 反 叛 分 子 难 以 罗 织 阴 谋 ， 而 罪 犯 则 永 无 宁 日 。 
str_ms_t_secret_order_long_descr_fac5|哥 萨 克 性 如 烈 火 。 他 们 所 到 之 处 总 充 满 着 争 吵 。 城 中 若 没 有 警 卫 ， 则 治 安 难 以 维 持 。 
str_ms_t_secret_order_remour_descr_fac1|现 在 ， 贪 污 者 躲 在 自 己 的 阴 影 里 瑟 瑟 发 抖 。 我 们 的 新 监 察 官 确 实 是 个 狠 角 色 。 
str_ms_t_secret_order_remour_descr_fac2|如 果 我 们 的 警 卫 再 继 续 这 么 急 切 地 抓 捕 小 偷 ， 很 快 城 里 一 般 人 都 会 丢 掉 耳 朵 的 。 
str_ms_t_secret_order_remour_descr_fac3|新 穆 夫 提 慈 悲 为 怀 。 他 本 可 以 将 这 叛 贼 钉 死 在 木 桩 上 的 ， 最 终 却 判 他 绞 刑 。 
str_ms_t_secret_order_remour_descr_fac4|警 卫 指 控 一 位 富 有 的 商 人 叛 国 。 庭 审 会 很 激 烈 。 
str_ms_t_secret_order_remour_descr_fac5|昨 天 警 卫 审 讯 了 一 个 偷 马 贼 ， 发 现 他 实 际 是 个 鞑 靼 间 谍 。 自 然 ， 他 被 吊 死 了 … … 
str_ms_t_tax_supervisor_short_descr_fac1|税 吏 
str_ms_t_tax_supervisor_short_descr_fac2|税 吏 
str_ms_t_tax_supervisor_short_descr_fac3|税 吏 
str_ms_t_tax_supervisor_short_descr_fac4|税 吏 
str_ms_t_tax_supervisor_short_descr_fac5|税 吏 
str_ms_t_tax_supervisor_long_descr_fac1|如 果 你 放 任 不 管 ， 市 民 们 一 个 子 的 税 金 都 不 会 缴 。 这 就 是 为 什 么 你 需 要 一 个 税 吏 。 
str_ms_t_tax_supervisor_long_descr_fac2|一 个 好 主 计 官 确 实 对 得 起 他 的 薪 水 。 市 民 会 尽 量 地 逃 税 ， 你 需 要 一 个 人 来 监 督 他 们 。 
str_ms_t_tax_supervisor_long_descr_fac3|城 里 的 贸 易 日 益 兴 隆 。 而 随 着 商 业 发 展 ， 你 需 要 一 个 关 税 总 管 ， 否 则 领 主 除 了 领 内 的 日 益 繁 荣 外 得 不 到 一 个 子 。 
str_ms_t_tax_supervisor_long_descr_fac4|马 格 德 堡 的 居 民 实 在 是 被 惯 坏 了 ， 他 们 已 经 不 记 得 该 交 税 了 。 一 个 好 税 务 官 会 让 他 们 记 起 来 的 … … 
str_ms_t_tax_supervisor_long_descr_fac5|战 争 、 叛 乱 与 袭 掠 … … 市 民 们 忘 了 要 付 税 金 了 。 一 个 税 吏 会 让 他 们 唤 起 他 们 的 记 忆 的 … … 
str_ms_t_tax_supervisor_remour_descr_fac1|城 中 贵 族 们 已 出 离 愤 怒 了 ！ — — 他 们 被 要 求 向 金 库 纳 税 。 
str_ms_t_tax_supervisor_remour_descr_fac2|昨 天 ， 主 计 官 来 农 庄 巡 查 ， 征 收 拖 欠 的 税 款 。 他 带 走 了 我 们 的 猪 和 两 只 公 鸡 。 
str_ms_t_tax_supervisor_remour_descr_fac3|伟 大 的 安 拉 啊 ！ 我 们 英 明 的 领 主 那 么 关 心 他 的 子 民 ， 掠 走 了 他 们 剩 下 的 所 有 钱 。 我 所 有 的 钱 都 被 拿 去 交 税 了 ， 现 在 我 甚 至 买 不 起 一 件 新 袍 子 ！ 
str_ms_t_tax_supervisor_remour_descr_fac4|当 然 了 ， 税 务 负 担 起 来 可 不 轻 松 。 但 让 我 们 祈 祷 我 们 的 钱 不 要 被 用 于 宴 会 和 派 对 。 
str_ms_t_tax_supervisor_remour_descr_fac5|昨 天 ， 市 民 们 聚 集 起 来 去 痛 揍 了 税 吏 。 自 他 负 责 税 务 以 来 ， 城 里 就 没 安 生 过 。 
str_ms_t_trading_master_short_descr_fac1|商 人 
str_ms_t_trading_master_short_descr_fac2|商 人 
str_ms_t_trading_master_short_descr_fac3|商 人 
str_ms_t_trading_master_short_descr_fac4|商 人 
str_ms_t_trading_master_short_descr_fac5|商 人 
str_ms_t_trading_master_long_descr_fac1|如 果 你 让 自 己 人 看 守 存 货 ， 金 库 的 收 入 会 增 加 的 。 
str_ms_t_trading_master_long_descr_fac2|一 个 可 靠 的 商 人 是 有 用 的 同 伴 。 他 会 带 回 钱 — — 以 及 消 息 。 
str_ms_t_trading_master_long_descr_fac3|一 个 可 靠 的 商 队 首 领 可 为 城 市 带 来 繁 荣 。 他 照 看 商 人 们 ， 并 防 止 他 们 陷 入 骗 局 。 
str_ms_t_trading_master_long_descr_fac4|若 是 城 市 有 自 己 的 小 贩 ， 购 物 会 更 加 便 宜 。 而 省 下 来 的 钱 使 金 库 收 入 增 加 。 
str_ms_t_trading_master_long_descr_fac5|在 市 场 上 有 自 己 的 店 长 是 个 不 错 的 主 意 ！ 让 市 民 们 来 他 的 店 里 消 费 ， 带 来 额 外 收 入 。 
str_ms_t_trading_master_remour_descr_fac1|据 说 今 天 曝 出 了 一 桩 关 于 库 房 存 货 的 丑 闻 。 我 们 领 主 手 下 的 商 人 认 为 他 犯 了 盗 窃 了 罪 。 
str_ms_t_trading_master_remour_descr_fac2|又 一 位 商 人 退 出 了 生 意 圈 。 很 快 城 里 就 会 只 剩 为 我 们 领 主 工 作 的 商 人 了 。 
str_ms_t_trading_master_remour_descr_fac3|传 言 称 商 队 首 领 在 走 私 大 麻 。 毫 无 疑 问 他 做 得 到 这 ！ 他 可 是 处 在 我 们 领 主 的 保 护 下 的 … … 
str_ms_t_trading_master_remour_descr_fac4|新 来 的 小 贩 正 在 把 城 里 所 有 的 供 给 据 为 己 有 。 人 们 说 他 是 与 政 府 合 谋 的 。 
str_ms_t_trading_master_remour_descr_fac5|那 家 新 商 铺 里 的 伏 特 加 比 原 来 贵 了 三 倍 ， 但 我 们 能 怎 么 样 ？ — — 其 他 所 有 店 铺 都 被 禁 止 出 售 烈 酒 。 
str_ms_t_priest_short_descr_fac1|高 阶 神 官 
str_ms_t_priest_short_descr_fac2|高 阶 神 官 
str_ms_t_priest_short_descr_fac3|高 阶 神 官 
str_ms_t_priest_short_descr_fac4|高 阶 神 官 
str_ms_t_priest_short_descr_fac5|高 阶 神 官 
str_ms_t_priest_long_descr_fac1|在 一 座 以 主 教 椅 闻 名 的 城 市 里 ， 领 主 自 然 可 以 享 受 到 特 定 的 好 处 。 
str_ms_t_priest_long_descr_fac2|如 果 你 指 派 自 己 的 修 道 院 院 长 ， 对 付 居 民 们 就 会 容 易 得 多 。 
str_ms_t_priest_long_descr_fac3|伊 玛 目 是 信 众 眼 中 的 最 高 权 威 。 如 果 他 让 人 们 出 钱 ， 他 们 会 乖 乖 照 办 ， 不 敢 有 任 何 怨 言 。 所 以 最 好 确 保 伊 玛 目 是 你 的 人 。 
str_ms_t_priest_long_descr_fac4|随 军 的 本 堂 牧 师 至 关 重 要 ， 他 可 以 读 祷 词 ， 维 持 秩 序 。 同 时 ， 必 要 时 ， 他 还 可 以 协 助 税 务 事 宜 。 
str_ms_t_priest_long_descr_fac5|一 个 舌 灿 莲 花 的 牧 师 可 以 保 证 金 库 充 裕 。 
str_ms_t_priest_remour_descr_fac1|有 传 言 说 新 主 教 很 中 意 唱 诗 班 。 他 把 我 们 所 有 嗓 子 好 的 人 都 拉 进 他 的 教 堂 唱 诗 班 了 … … 
str_ms_t_priest_remour_descr_fac2|修 道 院 长 不 过 在 昨 天 为 领 主 之 子 施 洗 ， 傍 晚 他 就 几 乎 能 说 出 只 言 片 语 了 。 
str_ms_t_priest_remour_descr_fac3|昨 天 伊 玛 目 布 道 时 说 安 拉 对 那 些 不 肯 交 税 的 人 感 到 震 怒 。 
str_ms_t_priest_remour_descr_fac4|前 几 天 ， 本 堂 牧 师 私 下 带 人 扫 荡 了 市 场 。 据 说 他 们 敛 到 了 三 倍 于 平 时 的 税 金 。 
str_ms_t_priest_remour_descr_fac5|最 近 ， 牧 师 一 直 在 接 受 一 个 寡 妇 的 忏 悔 。 他 那 么 热 衷 于 减 轻 她 的 罪 孽 ， 以 致 现 在 她 要 分 娩 了 ！ 
str_ms_t_garrison_commander_short_descr_fac1|指 挥 官 
str_ms_t_garrison_commander_short_descr_fac2|指 挥 官 
str_ms_t_garrison_commander_short_descr_fac3|指 挥 官 
str_ms_t_garrison_commander_short_descr_fac4|指 挥 官 
str_ms_t_garrison_commander_short_descr_fac5|指 挥 官 
str_ms_t_garrison_commander_long_descr_fac1|城 堡 指 挥 官 必 须 时 刻 准 备 发 号 施 令 。 
str_ms_t_garrison_commander_long_descr_fac2|指 挥 官 在 任 何 城 市 都 是 重 要 人 物 。 他 统 帅 驻 军 ， 并 会 在 必 要 时 征 召 民 兵 。 
