str_no_string|¡NO STRING!
str_nesvizh_pernach_descr|Ahora que has descubierto que Radziwill se hizo con la maza, es hora de hacer una visita al anciano de {s3}. Es evidente que no dijo todo lo que sabe.
str_ms_t_arsenal_short_descr_fac1|Arsenal
str_ms_t_arsenal_short_descr_fac2|Arsenal
str_ms_t_arsenal_short_descr_fac3|Arsenal
str_ms_t_arsenal_short_descr_fac4|Arsenal
str_ms_t_arsenal_short_descr_fac5|Arsenal
str_ms_t_arsenal_long_descr_fac1|Cuando dispones de un arsenal, la defensa de tu poblado es más fácil. Siempre habrá armas para que la milicia pueda repeler un ataque.
str_ms_t_arsenal_long_descr_fac2|En los salones del destacamento del regimiento hay armas y armaduras para los lacayos de la finca, en caso de sitio.
str_ms_t_arsenal_long_descr_fac3|Cualquier bey desearía tener un arsenal en su fortaleza, pues un buen discurso y una bayoneta son mucho más efectivos que solo un buen discurso.
str_ms_t_arsenal_long_descr_fac4|Este edificio está diseñado para almacenar armas y armaduras. Cuanto más grande es el arsenal de la ciudad, mayor es la confianza de los ciudadanos en su futuro.
str_ms_t_arsenal_long_descr_fac5|Si una ciudad tiene almacenes de armas, siempre puedes equipar con armas a los ciudadanos en caso de sitio.
str_ms_t_arsenal_remour_descr_fac1|En la ciudad se habla mucho del nuevo arsenal.
str_ms_t_arsenal_remour_descr_fac2|Desde que se construyó el arsenal, el orden público en la ciudad ha mejorado notablemente.
str_ms_t_arsenal_remour_descr_fac3|¡Larga vida al beg! ¡La ciudad tiene su propio arsenal!
str_ms_t_arsenal_remour_descr_fac4|Los almacenes están llenos de armas, y bien protegidos.
str_ms_t_arsenal_remour_descr_fac5|Se dice que en los almacenes de armas de la ciudad hay una inmensa cantidad de pistolas.
str_ms_t_waterpipe_short_descr_fac1|Suministro de agua
str_ms_t_waterpipe_short_descr_fac2|Suministro de agua
str_ms_t_waterpipe_short_descr_fac3|Suministro de agua
str_ms_t_waterpipe_short_descr_fac4|Suministro de agua
str_ms_t_waterpipe_short_descr_fac5|Suministro de agua
str_ms_t_waterpipe_long_descr_fac1|Los acueductos son un elemento muy importante para el bienestar de una ciudad. El agua limpia ayuda a que la gente resista durante más tiempo un sitio e impide la propagación de enfermedades.
str_ms_t_waterpipe_long_descr_fac2|Si la ciudad tiene agua limpia en abundancia, será próspera en la paz y firme en estado de sitio.
str_ms_t_waterpipe_long_descr_fac3|Las casas de baño no solo comportan salud sino que también limpian el alma. Ahora los servidores leales pueden lavarse con más frecuencia y servir mejor a su señor.
str_ms_t_waterpipe_long_descr_fac4|Una ciudad que puede expulsar sus residuos resistirá más tiempo en estado de sitio y será menos propensa a las enfermedades.
str_ms_t_waterpipe_long_descr_fac5|La gente puede bañarse, beber agua o lavar sus ropas en el estanque. Si una ciudad tiene su propio estanque, resistirá más tiempo en estado de sitio.
str_ms_t_waterpipe_remour_descr_fac1|Ahora hay una nueva construcción en la ciudad y una gran cantidad de agua limpia.
str_ms_t_waterpipe_remour_descr_fac2|Las lavanderas se reúnen en la fuente de la ciudad, donde difunden los rumores más recientes.
str_ms_t_waterpipe_remour_descr_fac3|¡Hoy en la casa de baños he oído que los precios de la sal están bajando!
str_ms_t_waterpipe_remour_descr_fac4|Desde que se construyeron cloacas por toda la ciudad, nadie en mi familia ha padecido disentería.
str_ms_t_waterpipe_remour_descr_fac5|Ayer hube una gran fiesta en el estanque. Las muchachas saltaban desnudas en el agua...
str_ms_t_school_short_descr_fac1|Academia
str_ms_t_school_short_descr_fac2|Academia
str_ms_t_school_short_descr_fac3|Academia
str_ms_t_school_short_descr_fac4|Academia
str_ms_t_school_short_descr_fac5|Academia
str_ms_t_school_long_descr_fac1|Aquí estudian los hijos de la nobleza y los ciudadanos pudientes. Si estás dispuestos a pagar, tus compañeros también pueden aprender algunas cosas...
str_ms_t_school_long_descr_fac2|Aquí los jóvenes aprenden a escribir, contar y leer. Si necesitas ofrecer algo de conocimiento a tus compañeros, no te ahorres táleros.
str_ms_t_school_long_descr_fac3|La sabiduría del mundo islámico está a la disposición de todos los que deseen aceptarla. El amable maestro está encantado de compartir sus conocimientos con aquellos que lo deseen.
str_ms_t_school_long_descr_fac4|Una buena educación es la base del éxito y la prosperidad, y puede obtenerse en la universidad. Por supuesto, siempre que tengas una bolsa bien repleta de monedas de plata... 
str_ms_t_school_long_descr_fac5|Los jóvenes cosacos estudian en el colegio. Si un señor funda un instituto, la gente le honrará. Y tu dispondrás también de un lugar para mejorar las habilidades de tus compañeros.
str_ms_t_school_remour_descr_fac1|¡Santa Madre de Dios! ¡Mi taberna se está haciendo muy próspera gracias a la academia!
str_ms_t_school_remour_descr_fac2|Ayer, un par de estudiosos ricos alquilaron mis habitaciones. ¡Ahora tendré suficiente dinero para comprarme una vaca!
str_ms_t_school_remour_descr_fac3|Una madraza está muy bien, pero ahora no se puede encontrar papel ni tinta en ningún sitio. ¡Estos sabios compran todas las existencias!
str_ms_t_school_remour_descr_fac4|Después de construirse la universidad, nuestro pastor finalmente ha conseguido reparar la iglesia: y las mujeres arrepentidas vienen cada día.
str_ms_t_school_remour_descr_fac5|Los estudiantes, bebidos, se han vuelto a enzarzar en una pelea en la taberna. Parece que en ese colegio solo les enseñan a beber vodka...
str_ms_t_merchant_guild_short_descr_fac1|Gremio de mercaderes
str_ms_t_merchant_guild_short_descr_fac2|Gremio de mercaderes
str_ms_t_merchant_guild_short_descr_fac3|Gremio de mercaderes
str_ms_t_merchant_guild_short_descr_fac4|Gremio de mercaderes
str_ms_t_merchant_guild_short_descr_fac5|Gremio de mercaderes
str_ms_t_merchant_guild_long_descr_fac1|Los ciudadanos plantean sus cuestiones más urgentes en el Sejmik o Consejo. También es más fácil recaudar impuestos en este lugar.
str_ms_t_merchant_guild_long_descr_fac2|Si se funda un mercado en la ciudad, los mercaderes y los ciudadanos se hacen más prósperos y el capitán puede recaudar más impuestos.
str_ms_t_merchant_guild_long_descr_fac3|Mientras los mercaderes tengan un lugar donde detenerse, almacenar sus mercancías y divertirse un rato, las arcas de la ciudad nunca estarán vacías.
str_ms_t_merchant_guild_long_descr_fac4|Un mercado es donde se formalizan todos los contratos y negocios. Si una ciudad cuenta con dicha sede, es más fácil recaudar impuestos.
str_ms_t_merchant_guild_long_descr_fac5|Los mercaderes se reúnen en la plaza o maidan y allí es fácil encontrarles. En este lugar pueden hablar sin problemas de cualquier negocio. Una ciudad con un maidan se enriquece cada día.
str_ms_t_merchant_guild_remour_descr_fac1|Ayer el Sejmik decidió expulsar del mercado a los mercaderes extranjeros. Ahora el comercio será más fácil.
str_ms_t_merchant_guild_remour_descr_fac2|Escándalo en la ciudad: el gremio de mercaderes ha utilizado su poder para impedir desarrollar negocios a un mercader que no quería participar.
str_ms_t_merchant_guild_remour_descr_fac3|Ayer un mercader se embriagó en el caravasar y acabó regalando toda su seda.
str_ms_t_merchant_guild_remour_descr_fac4|El magistrado ha identificado y ha arrestado a los mercaderes que estaban evitando el pago de impuestos.
str_ms_t_merchant_guild_remour_descr_fac5|Hoy un libertino recibirá diez azotes por lujuria en el maidan. Se venden buenas localidades de ventana por diez táleros. 
str_ms_t_defense_short_descr_fac1|Fortificaciones
str_ms_t_defense_short_descr_fac2|Fortificaciones
str_ms_t_defense_short_descr_fac3|Fortificaciones
str_ms_t_defense_short_descr_fac4|Fortificaciones
str_ms_t_defense_short_descr_fac5|Fortificaciones
str_ms_t_defense_long_descr_fac1|En una guerra, todo lo que ayude a la victoria es bien recibido. Cuantos más atacantes caigan en las trampas, más fácil será la defensa de la ciudad.
str_ms_t_defense_long_descr_fac2|Cuando se construye una barricada de troncos afilados, o abatis, alrededor de una ciudad, al enemigo le resultará el doble de difícil asaltarla.
str_ms_t_defense_long_descr_fac3|Si hay un foso alrededor de las murallas, los defensores tendrán más posibilidades de repeler un ataque.
str_ms_t_defense_long_descr_fac4|Un pasaje subterráneo que lleve al exterior de la ciudad es de gran utilidad cuando se defiende. A través de estos túneles es posible enviar hombres de confianza para golpear la retaguardia del enemigo.
str_ms_t_defense_long_descr_fac5|Los troncos afilados apuntando hacia fuera son una buena línea de defensa, especialmente de los ataques tártaros.
str_ms_t_defense_remour_descr_fac1|Ayer nuestro capitán volvió bebido de una fiesta y cayó de cabeza en la trampa. ¡Para partirse de risa!
str_ms_t_defense_remour_descr_fac2|A las mujeres les gusta la barricada de troncos. ¡Es un muy útil para poner ropa a secar!
str_ms_t_defense_remour_descr_fac3|Nuestro mufti cayó del muro de la fortaleza pero, alabado sea Alá, cayó directamente en el nuevo foso lleno de agua. Lástima que no supiera nadar...
str_ms_t_defense_remour_descr_fac4|La ciudad está de duelo: un cliente habitual de las tabernas cayó borracho en uno de los túneles subterráneos por la noche.
str_ms_t_defense_remour_descr_fac5|Dicen que el comandante subió a la torre ayer para inspeccionar a los guardias y desde allí vio a un escudero salir de su casa por la puerta de atrás. Deberíais haberle oído maldecir...
str_ms_t_treasury_short_descr_fac1|Tesorería
str_ms_t_treasury_short_descr_fac2|Tesorería
str_ms_t_treasury_short_descr_fac3|Tesorería
str_ms_t_treasury_short_descr_fac4|Tesorería
str_ms_t_treasury_short_descr_fac5|Tesorería
str_ms_t_treasury_long_descr_fac1|Si hay un depósito de dinero en la ciudad, no deberás recaudar los impuestos personalmente.
str_ms_t_treasury_long_descr_fac2|Si hay un caja fuerte en la fortaleza, no deberás ir de patio en patio para recaudar impuestos.
str_ms_t_treasury_long_descr_fac3|Si hay una tesorería en la ciudad, cobrar impuestos a los ciudadanos resulta más fácil.
str_ms_t_treasury_long_descr_fac4|El banco es donde los señores guardan su dinero, lo que incluye los impuestos recaudados.
str_ms_t_treasury_long_descr_fac5|Si la ciudad tiene un erario, el comandante no debe ir a recolectar los impuestos en persona.
str_ms_t_treasury_remour_descr_fac1|Nuestro señor es un hombre prudente. Siempre tiene en reserva una bolsa de táleros para los malos días.
str_ms_t_treasury_remour_descr_fac2|En el mercado dicen que un par de imbéciles decidieron atracar ayer la tesorería. Parece que no les quedaba dinero para ir a la taberna...
str_ms_t_treasury_remour_descr_fac3|Ayer nuestro señor hizo una donación de caridad. Esto debe querer decir que la tesorería está muy lejos de estar vacía...
str_ms_t_treasury_remour_descr_fac4|¡Nuestro señor ha abierto un banco, ya lo sabéis! Hemos pedido un préstamo y comprado algunos muebles nuevos.
str_ms_t_treasury_remour_descr_fac5|Ayer el comandante de la ciudad invitó a todos los cosacos a beber vodka. Dicen que utilizó táleros del erario para pagar.
str_ms_t_barrack_short_descr_fac1|Barracones
str_ms_t_barrack_short_descr_fac2|Barracones
str_ms_t_barrack_short_descr_fac3|Barracones
str_ms_t_barrack_short_descr_fac4|Barracones
str_ms_t_barrack_short_descr_fac5|Barracones
str_ms_t_barrack_long_descr_fac1|¿Dónde alojarías a tus tropas sin barracones? También habría más orden si la soldadesca no estuviera todo el día paseando por la ciudad.  
str_ms_t_barrack_long_descr_fac2|¿Dónde alojarías a tus tropas sin barracones? También habría más orden si la soldadesca no estuviera todo el día paseando por la ciudad.  
str_ms_t_barrack_long_descr_fac3|¿Dónde alojarías a tus tropas sin barracones? También habría más orden si la soldadesca no estuviera todo el día paseando por la ciudad.  
str_ms_t_barrack_long_descr_fac4|¿Dónde alojarías a tus tropas sin barracones? También habría más orden si la soldadesca no estuviera todo el día paseando por la ciudad.  
str_ms_t_barrack_long_descr_fac5|¿Dónde alojarías a tus tropas sin barracones? También habría más orden si la soldadesca no estuviera todo el día paseando por la ciudad.  
str_ms_t_barrack_remour_descr_fac1|Se dice que han construido un cuartel en la ciudad.
str_ms_t_barrack_remour_descr_fac2|Se dice que han construido un cuartel en la ciudad.
str_ms_t_barrack_remour_descr_fac3|Se dice que han construido un cuartel en la ciudad.
str_ms_t_barrack_remour_descr_fac4|Se dice que han construido un cuartel en la ciudad.
str_ms_t_barrack_remour_descr_fac5|Se dice que han construido un barracón en la ciudad.
str_ms_t_stable_short_descr_fac1|Caballeriza
str_ms_t_stable_short_descr_fac2|Caballeriza
str_ms_t_stable_short_descr_fac3|Caballeriza
str_ms_t_stable_short_descr_fac4|Caballeriza
str_ms_t_stable_short_descr_fac5|Caballeriza
str_ms_t_stable_long_descr_fac1|Un ejército fuerte no puede hacer nada sin caballería, y para poder entrenar soldados de caballería hace falta antes construir una caballeriza.
str_ms_t_stable_long_descr_fac2|Un ejército fuerte no puede hacer nada sin caballería, y para poder entrenar soldados de caballería hace falta antes construir una caballeriza.
str_ms_t_stable_long_descr_fac3|Un ejército fuerte no puede hacer nada sin caballería, y para poder entrenar soldados de caballería hace falta antes construir una caballeriza.
str_ms_t_stable_long_descr_fac4|Un ejército fuerte no puede hacer nada sin caballería, y para poder entrenar soldados de caballería hace falta antes construir una caballeriza.
str_ms_t_stable_long_descr_fac5|Un ejército fuerte no puede hacer nada sin caballería, y para poder entrenar soldados de caballería hace falta antes construir una caballeriza.
str_ms_t_stable_remour_descr_fac1|Se dice que han construido una nueva caballeriza la ciudad.
str_ms_t_stable_remour_descr_fac2|Se dice que han construido una nueva caballeriza la ciudad.
str_ms_t_stable_remour_descr_fac3|Se dice que han construido una nueva caballeriza la ciudad.
str_ms_t_stable_remour_descr_fac4|Se dice que han construido una nueva caballeriza la ciudad.
str_ms_t_stable_remour_descr_fac5|Se dice que han construido una nueva caballeriza la ciudad.
str_ms_t_armourer_short_descr_fac1|Maestro de armas
str_ms_t_armourer_short_descr_fac2|Maestro de armas
str_ms_t_armourer_short_descr_fac3|Maestro de armas
str_ms_t_armourer_short_descr_fac4|Maestro de armas
str_ms_t_armourer_short_descr_fac5|Maestro de armas
str_ms_t_armourer_long_descr_fac1|Un buen maestro de armas garantiza la prosperidad constante del comercio de armas: y no es mala idea encargarle un sable o un par de pistolas.
str_ms_t_armourer_long_descr_fac2|Si hay una armero en la ciudad, las armas que se fabrican en dicha ciudad son de buena calidad. Por otro lado, el precio de dichas armas es más alto.
str_ms_t_armourer_long_descr_fac3|Si hay una armero en la ciudad, las armas que se fabrican en dicha ciudad son de buena calidad. Por otro lado, el precio de dichas armas es más alto.
str_ms_t_armourer_long_descr_fac4|Si hay una armero en la ciudad, las armas que se fabrican en dicha ciudad son de buena calidad. Por otro lado, el precio de dichas armas es más alto.
str_ms_t_armourer_long_descr_fac5|Si hay una armero en la ciudad, las armas que se fabrican en dicha ciudad son de buena calidad. Por otro lado, el precio de dichas armas es más alto.
str_ms_t_armourer_remour_descr_fac1|Dicen que el verdugo utiliza la nueva hacha que compró al maestro de armas de la ciudad para afeitarse cada mañana...
str_ms_t_armourer_remour_descr_fac2|Dicen que hasta los noble compran sus pistolas al nuevo armero.
str_ms_t_armourer_remour_descr_fac3|Dicen que nuestro armero aprendió su oficio en Damasco...
str_ms_t_armourer_remour_descr_fac4|¡Dicen que un mosquete elaborado por nuestro nuevo armero puede acertar a una diana situada a ciento cincuenta metros!
str_ms_t_armourer_remour_descr_fac5|El armero ha elaborado una nueva espada para el comandante de la compañía. ¡Con ella se puede cortar en dos una pluma al vuelo!
str_ms_t_protection_short_descr_fac1|Maestro de armaduras
str_ms_t_protection_short_descr_fac2|Maestro de armaduras
str_ms_t_protection_short_descr_fac3|Maestro de armaduras
str_ms_t_protection_short_descr_fac4|Maestro de armaduras
str_ms_t_protection_short_descr_fac5|Maestro de armaduras
str_ms_t_protection_long_descr_fac1|Un buen maestro de armaduras en la ciudad mantendrá la vestimenta de los guerreros en buen estado, y la selección de armas en las tiendas mejorará. 
str_ms_t_protection_long_descr_fac2|Un buen maestro de armaduras en la ciudad mantendrá la vestimenta de los guerreros en buen estado, y la selección de armas en las tiendas mejorará. 
str_ms_t_protection_long_descr_fac3|Un buen maestro de armaduras en la ciudad mantendrá la vestimenta de los guerreros en buen estado, y la selección de armas en las tiendas mejorará. 
str_ms_t_protection_long_descr_fac4|Un buen maestro de armaduras en la ciudad mantendrá la vestimenta de los guerreros en buen estado, y la selección de armas en las tiendas mejorará. 
str_ms_t_protection_long_descr_fac5|Un buen maestro de armaduras en la ciudad mantendrá la vestimenta de los guerreros en buen estado, y la selección de armas en las tiendas mejorará. 
str_ms_t_protection_remour_descr_fac1|Los domingos el maestro hace exhibición de la resistencia de sus armaduras. Cuelga una coraza en la pared y ofrece a la gente la posibilidad de disparar a dicha coraza con una pistola. Cobra un tálero por disparo...
str_ms_t_protection_remour_descr_fac2|El capitán hizo alarde de su nuevo casco ayer. ¡Dicen que le ha costado nada menos que mil táleros!
str_ms_t_protection_remour_descr_fac3|¡Nuestro beg se ha comprado una nueva armadura cubierta de oro!
str_ms_t_protection_remour_descr_fac4|El maestro de armaduras no acepta más encargos. ¡Le han encargado que haga armaduras para un regimiento entero de reitres!
str_ms_t_protection_remour_descr_fac5|Ayer llegaron los cosacos de la Sich y encargaron pantalones y rollos enteros de malla.
str_ms_t_groom_short_descr_fac1|Maestro de caballería
str_ms_t_groom_short_descr_fac2|Maestro de caballería
str_ms_t_groom_short_descr_fac3|Maestro de caballería
str_ms_t_groom_short_descr_fac4|Maestro de caballería
str_ms_t_groom_short_descr_fac5|Maestro de caballería
str_ms_t_groom_long_descr_fac1|Todos los hombres necesitan buenos caballos para la guerra. Y un hombre que conoce sus caballos vale su peso en oro.
str_ms_t_groom_long_descr_fac2|Todos los hombres necesitan buenos caballos para la guerra. Y un hombre que conoce sus caballos vale su peso en oro.
str_ms_t_groom_long_descr_fac3|Todos los hombres necesitan buenos caballos para la guerra. Y un hombre que conoce sus caballos vale su peso en oro.
str_ms_t_groom_long_descr_fac4|Todos los hombres necesitan buenos caballos para la guerra. Y un hombre que conoce sus caballos vale su peso en oro.
str_ms_t_groom_long_descr_fac5|Todos los hombres necesitan buenos caballos para la guerra. Y un hombre que conoce sus caballos vale su peso en oro.
str_ms_t_groom_remour_descr_fac1|El maestro de caballería ha criado unos sementales impresionantes. Dice que los llevarán a la feria mañana.
str_ms_t_groom_remour_descr_fac2|Ayer una yegua irritable hizo caer de la montura al capitán. Nuestro nuevo caballerizo le encontró a un corcel más tranquilo, y ahora nuestro comandante se duerme mientras monta.
str_ms_t_groom_remour_descr_fac3|El beg ha capturado a una nueva manada de caballos de la estepa. ¡Nunca habíamos visto caballos como estos en nuestra ciudad!
str_ms_t_groom_remour_descr_fac4|¡Hasta los reitres vienen a nuestra ciudad a por caballos!
str_ms_t_groom_remour_descr_fac5|Nuestro pastor cría unos caballos excelentes, aunque dicen que se los robó a los tártaros...
str_ms_t_advizer_short_descr_fac1|Mensajero
str_ms_t_advizer_short_descr_fac2|Mensajero
str_ms_t_advizer_short_descr_fac3|Mensajero
str_ms_t_advizer_short_descr_fac4|Mensajero
str_ms_t_advizer_short_descr_fac5|Mensajero
str_ms_t_advizer_long_descr_fac1|Siempre es bueno tener un hombre de confianza a mano para transmitir las órdenes.
str_ms_t_advizer_long_descr_fac2|Siempre es bueno tener un hombre de confianza a mano para transmitir las órdenes.
str_ms_t_advizer_long_descr_fac3|Siempre es bueno tener un hombre de confianza a mano para transmitir las órdenes.
str_ms_t_advizer_long_descr_fac4|Siempre es bueno tener un hombre de confianza a mano para transmitir las órdenes.
str_ms_t_advizer_long_descr_fac5|Siempre es bueno tener un hombre de confianza a mano para transmitir las órdenes.
str_ms_t_advizer_remour_descr_fac1|Corren rumores de que ha venido un mensajero a visitar al burgomaestre con un documento importante.
str_ms_t_advizer_remour_descr_fac2|Dicen que ha llegado a la ciudad un heraldo con un documento secreto. Nadie sabe de qué tipo de documento se trata.
str_ms_t_advizer_remour_descr_fac3|Nuestro beg ha recibido un mensaje urgente. Estos nuevos mensajeros vuelan como el viento...
str_ms_t_advizer_remour_descr_fac4|Hoy el correo ha traído correspondencia... otro mensaje de los parientes...
str_ms_t_advizer_remour_descr_fac5|¡Otra vez la guerra! ¡Los mensajeros corren de ciudad en ciudad como locos!
str_ms_t_secret_order_short_descr_fac1|Celador
str_ms_t_secret_order_short_descr_fac2|Celador
str_ms_t_secret_order_short_descr_fac3|Celador
str_ms_t_secret_order_short_descr_fac4|Celador
str_ms_t_secret_order_short_descr_fac5|Celador
str_ms_t_secret_order_long_descr_fac1|Es bueno que una ciudad tenga un hombre que pueda dar caza a los criminales y llevarlos ante la justicia.
str_ms_t_secret_order_long_descr_fac2|Cuando hay un hombre que puede perseguir ladrones y juzgarlos, las cosas comienzan a ir mejor.
str_ms_t_secret_order_long_descr_fac3|Un mufti es a menudo más importante que el comandante de la ciudad, pues puede juzgar cualquier queja de acuerdo con la ley sharia, y si llega el caso, será el primero de descubrir una traición.
str_ms_t_secret_order_long_descr_fac4|Un celador se ocupa de que los ciudadanos no lleven a cabo conductas inadecuadas. A los rebeldes les resulta más difícil tramar sus conspiraciones y los criminales no tienen reposo.
str_ms_t_secret_order_long_descr_fac5|Los cosacos tienen mal genio. Allí donde se establecen no pueden pasar sin discusiones ni peleas. Sin un celador en la ciudad, es difícil mantener el orden.
str_ms_t_secret_order_remour_descr_fac1|Los desfalcadores ahora tiemblan de miedo ante su propia sombra. Nuestro nuevo komornik es sin duda un tipo duro.
str_ms_t_secret_order_remour_descr_fac2|Si el celador sigue dando caza a los ladrones con tanto fervor, pronto media ciudad habrá perdido sus orejas.
str_ms_t_secret_order_remour_descr_fac3|El nuevo mufti es un alma caritativa. Sentenció a un rebelde a morir ahorcado cuando podía ordenar que le empalaran.
str_ms_t_secret_order_remour_descr_fac4|El celador ha acusado de traición a un rico mercante. El proceso de audiencia promete ser de lo más intenso.
str_ms_t_secret_order_remour_descr_fac5|Ayer el celador juzgó a un ladrón de caballos. Resultó ser un espía tártaro. Fue ahorcado, por supuesto...
str_ms_t_tax_supervisor_short_descr_fac1|Recaudador de impuestos
str_ms_t_tax_supervisor_short_descr_fac2|Recaudador de impuestos
str_ms_t_tax_supervisor_short_descr_fac3|Recaudador de impuestos
str_ms_t_tax_supervisor_short_descr_fac4|Recaudador de impuestos
str_ms_t_tax_supervisor_short_descr_fac5|Recaudador de impuestos
str_ms_t_tax_supervisor_long_descr_fac1|Los ciudadanos no pagarían ni un céntimo de impuestos si les dejaras. Por eso es necesario un recaudador de impuestos.
str_ms_t_tax_supervisor_long_descr_fac2|Un buen oficial pagador vale su peso en plata. Los ciudadanos siempre están intentando evitar el pago de impuestos, y necesitas a alguien que sepa ponerlos a raya.
str_ms_t_tax_supervisor_long_descr_fac3|El comercio florece en las ciudades. Y allí donde florece el comercio hace falta un jefe de aduanas o el señor no recibiría ningún ingreso a pesar de toda la prosperidad.
str_ms_t_tax_supervisor_long_descr_fac4|El derecho de Magdeburgo ha consentido mucho a los ciudadanos, hasta el punto de que ya no se acuerdan de pagar impuestos. Un buen agente del tesoro se lo recordará...
str_ms_t_tax_supervisor_long_descr_fac5|Guerras, rebeliones y ataques... Los ciudadanos olvidan el pago de sus impuestos. Un recaudador les refrescará la memoria...
str_ms_t_tax_supervisor_remour_descr_fac1|¡Los nobles de la ciudad están llenos de ira! ¡Les obligan a contribuir al tesoro!
str_ms_t_tax_supervisor_remour_descr_fac2|Ayer el oficial pagador pasó por los caseríos a recolectar los impuestos que le debíamos. Se llevó nuestro cerdo y dos gallos.
str_ms_t_tax_supervisor_remour_descr_fac3|¡Alá es Grande! Nuestro sabio señor se preocupa tanto de sus súbditos que se hace cargo del dinero que les sobra. ¡Yo di todo mi dinero para pagar los impuestos y ahora no puedo ni comprarme ni un vestido nuevo!
str_ms_t_tax_supervisor_remour_descr_fac4|Evidentemente los impuestos no son una carga cualquiera. Pero esperemos que no utilicen solo nuestro dinero para fiestas y banquetes.
str_ms_t_tax_supervisor_remour_descr_fac5|Ayer los ciudadanos se reunieron para ir a dar una paliza al recaudador de impuestos. Desde que ocupó su puesto, la ciudad no ha estado tranquila en ningún momento.
str_ms_t_trading_master_short_descr_fac1|Mercader
str_ms_t_trading_master_short_descr_fac2|Mercader
str_ms_t_trading_master_short_descr_fac3|Mercader
str_ms_t_trading_master_short_descr_fac4|Mercader
str_ms_t_trading_master_short_descr_fac5|Mercader
str_ms_t_trading_master_long_descr_fac1|Si tienes tu propio hombre de confianza en el mercado, el tesoro recibirá más ingresos.
str_ms_t_trading_master_long_descr_fac2|Un mercader de confianza es un tipo útil. Produce dinero y, además, obtiene información.
str_ms_t_trading_master_long_descr_fac3|Un karwan-bashi de confianza hace que la ciudad prospere cuidando de los mercaderes y protegiéndoles de las estafas.
str_ms_t_trading_master_long_descr_fac4|Si la ciudad tiene su propio avituallador, comprar resulta más barato. Y el dinero ahorrado incrementa las arcas de la tesorería.
str_ms_t_trading_master_long_descr_fac5|Tener a tu propio tendero en el mercado es una buena idea. Deja que los ciudadanos gasten su dinero en la tienda y recoge los ingresos adicionales.
str_ms_t_trading_master_remour_descr_fac1|Dicen que hoy ha habido un escándalo en el mercado. Al agiotista de nuestro señor se le ha ocurrido hacer trampa. 
str_ms_t_trading_master_remour_descr_fac2|Otro mercader ha tenido que cerrar el negocio. Pronto solo quedarán en esta ciudad los mercaderes que trabajan para nuestro señor.
str_ms_t_trading_master_remour_descr_fac3|Dicen que el karwan-bashi está pasando hachís de contrabando. ¡No me extraña que pueda hacerlo! Le protege nuestro señor...
str_ms_t_trading_master_remour_descr_fac4|El nuevo avituallador se ha llevado todos los suministros de la ciudad. La gente dice que está conchabado con el gobierno.
str_ms_t_trading_master_remour_descr_fac5|El vodka de esa nueva tienda es el triple de caro, pero, ¿qué se le puede hacer? A las otras tiendas les han prohibido vender alcohol.
str_ms_t_priest_short_descr_fac1|Sumo Sacerdote
str_ms_t_priest_short_descr_fac2|Sumo Sacerdote
str_ms_t_priest_short_descr_fac3|Sumo Sacerdote
str_ms_t_priest_short_descr_fac4|Sumo Sacerdote
str_ms_t_priest_short_descr_fac5|Sumo Sacerdote
str_ms_t_priest_long_descr_fac1|En una ciudad que cuenta con un trono episcopal, el señor siempre gozará de ciertos beneficios. 
str_ms_t_priest_long_descr_fac2|Si designas a tu propio abad te será más fácil tratar con los ciudadanos.
str_ms_t_priest_long_descr_fac3|El imán es la autoridad suprema de los fieles. Si él les dice que deben pagar, ellos obedecerán sin decir ni una palabra. Es mejor cuando tu controlas al imán.
str_ms_t_priest_long_descr_fac4|Un capellán de guarnición es muy importante. Puede recitar una oración y a la vez preocuparse de que todo esté en orden. Y, si hace falta, puede ayudar con los impuestos.
str_ms_t_priest_long_descr_fac5|Una sacerdote con talento para las palabras puede mantener las arcas llenas.
str_ms_t_priest_remour_descr_fac1|Corre el rumor de que al nuevo obispo le gusta mucho el coro. Tiene nuestras mejores voces en el coro de su catedral...
str_ms_t_priest_remour_descr_fac2|El abad bautizó ayer al hijo del capitán. Por la noche, tras la celebración, apenas podía pronunciar su propio nombre.
str_ms_t_priest_remour_descr_fac3|Ayer el imán leyó un sermón. Dijo que Alá esta furioso con aquellos que no pagan sus impuestos.
str_ms_t_priest_remour_descr_fac4|El capellán en persona dirigió un ataque a los mercados el otro día. Dicen que ha recaudado tres veces los impuestos habituales. 
str_ms_t_priest_remour_descr_fac5|El cura escuchó hace poco la confesión de una viuda. ¡Puso tanto entusiasmo en la descarga de sus pecados que ahora ella está embarazada!
str_ms_t_garrison_commander_short_descr_fac1|Comandante
str_ms_t_garrison_commander_short_descr_fac2|Comandante
str_ms_t_garrison_commander_short_descr_fac3|Comandante
str_ms_t_garrison_commander_short_descr_fac4|Comandante
str_ms_t_garrison_commander_short_descr_fac5|Comandante
str_ms_t_garrison_commander_long_descr_fac1|Un gobernador de castillo debe cuidar siempre del orden en un castillo. 
str_ms_t_garrison_commander_long_descr_fac2|Un voivoda es una persona importante en cualquier ciudad. Cuida de la guarnición y puede organizar una milicia si hace falta.
str_ms_t_garrison_commander_long_descr_fac3|El dizdar es el comandante militar de la ciudad. Si realiza bien sus tareas, no tendrás que preocuparte de la guarnición.
