str_no_string|NO STRING!
str_ms_t_armourer_remour_descr_fac1|- Söylentiye göre cellat silah ustasından aldığı yeni baltasını sabahları tıraş olmak için kullanıyormuş...
str_ms_t_armourer_remour_descr_fac2|- Söylentiye göre asiller bile piştovları için yeni silah ustasına geliyorlar.
str_ms_t_armourer_remour_descr_fac3|- Söylentiye göre silah ustası zanaatini Şam'da öğrenmiş.
str_ms_t_armourer_remour_descr_fac4|- Söylentiye göre silah ustasının yaptığı tüfekler beş yüz metreden hedefini vuruyormuş!
str_ms_t_armourer_remour_descr_fac5|- Silah ustası bölük komutanı için yeni bir kılıç yaptı. Havada uçan tüyü ikiye kesiyormuş! 
str_ms_t_protection_short_descr_fac1|Zırh ustası
str_ms_t_protection_short_descr_fac2|Zırh ustası
str_ms_t_protection_short_descr_fac3|Zırh ustası
str_ms_t_protection_short_descr_fac4|Zırh ustası
str_ms_t_protection_short_descr_fac5|Zırh ustası
str_ms_t_protection_long_descr_fac1|İyi bir zırh ustası şehirdeki savaşçıların kuşandıkları zırhların bakımını yapar, ayrıca dükkandaki zırhların çeşitliliği artar.
str_ms_t_protection_long_descr_fac2|İyi bir zırh ustası şehirdeki savaşçıların kuşandıkları zırhların bakımını yapar, ayrıca dükkandaki zırhların çeşitliliği artar.
str_ms_t_protection_long_descr_fac3|İyi bir zırh ustası şehirdeki savaşçıların kuşandıkları zırhların bakımını yapar, ayrıca dükkandaki zırhların çeşitliliği artar.
str_ms_t_protection_long_descr_fac4|İyi bir zırh ustası şehirdeki savaşçıların kuşandıkları zırhların bakımını yapar, ayrıca dükkandaki zırhların çeşitliliği artar.
str_ms_t_protection_long_descr_fac5|İyi bir zırh ustası şehirdeki savaşçıların kuşandıkları zırhların bakımını yapar, ayrıca dükkandaki zırhların çeşitliliği artar.
str_ms_t_protection_remour_descr_fac1|- Pazar günleri zırh ustası yaptığı zırhın ne kadar güçlü olduğunu gösterir. Duvara bir plaka zırh asar ve halka ateş etmelerini teklif eder. Her kurşuna bir gümüş bedel alır...
str_ms_t_protection_remour_descr_fac2|- Savaş lordu dün yeni miğferiyle hava atıyordu. Söylentiye göre tam tamına bin gümüş vermiş! 
str_ms_t_protection_remour_descr_fac3|- Beyimiz kendine altınla kaplı yeni bir zırh takımı aldı! 
str_ms_t_protection_remour_descr_fac4|- Zırh ustası yeni siparişler almıyor. Bütün bir tabura zırh yapması istendi! 
str_ms_t_protection_remour_descr_fac5|- Dün Sich Kazakları geldi ve yeni pantolon ve zırh sipariş ettiler. 
str_ms_t_groom_short_descr_fac1|At bakıcısı
str_ms_t_groom_short_descr_fac2|At bakıcısı
str_ms_t_groom_short_descr_fac3|At bakıcısı
str_ms_t_groom_short_descr_fac4|At bakıcısı
str_ms_t_groom_short_descr_fac5|At bakıcısı
str_ms_t_groom_long_descr_fac1|Bütün adamlar savaş için iyi bir ata ihtiyaç duyar. Attan anlayan adam ağırlığınca altın eder. 
str_ms_t_groom_long_descr_fac2|Bütün adamlar savaş için iyi bir ata ihtiyaç duyar. Attan anlayan adam ağırlığınca altın eder. 
str_ms_t_groom_long_descr_fac3|Bütün adamlar savaş için iyi bir ata ihtiyaç duyar. Attan anlayan adam ağırlığınca altın eder. 
str_ms_t_groom_long_descr_fac4|Bütün adamlar savaş için iyi bir ata ihtiyaç duyar. Attan anlayan adam ağırlığınca altın eder. 
str_ms_t_groom_long_descr_fac5|Bütün adamlar savaş için iyi bir ata ihtiyaç duyar. Attan anlayan adam ağırlığınca altın eder. 
str_ms_t_groom_remour_descr_fac1|- At bakıcısı inanılmaz atlar eğitti. Atlar yarınki panayıra getirilecekmiş.
str_ms_t_groom_remour_descr_fac2|- İnatçı bir at dün savaş lordunu  sırtından attı. At bakıcısı ona daha uysal bir at buldu, bu yüzden lord artık ata binerken uykuya dalıyor.
str_ms_t_groom_remour_descr_fac3|- Bey bozkırdan yeni bir at sürüsü getirdi. Daha önce buraya hiç böyle atlar gelmemişti! 
str_ms_t_groom_remour_descr_fac4|- Zırhlı Süvariler bile at almak için bizim şehre geliyor.
str_ms_t_groom_remour_descr_fac5|- At bakıcısı mükemmel atlar yetiştiriyor. Söylenene göre atları Tatarlardan çalmış... 
str_ms_t_advizer_short_descr_fac1|Haberci
str_ms_t_advizer_short_descr_fac2|Haberci
str_ms_t_advizer_short_descr_fac3|Haberci
str_ms_t_advizer_short_descr_fac4|Haberci
str_ms_t_advizer_short_descr_fac5|Haberci
str_ms_t_advizer_long_descr_fac1|Emirleri iletmesi için elinin altında güvenilir birisi olması her zaman iyidir.
str_ms_t_advizer_long_descr_fac2|Emirleri iletmesi için elinin altında güvenilir birisi olması her zaman iyidir.
str_ms_t_advizer_long_descr_fac3|Emirleri iletmesi için elinin altında güvenilir birisi olması her zaman iyidir.
str_ms_t_advizer_long_descr_fac4|Emirleri iletmesi için elinin altında güvenilir birisi olması her zaman iyidir.
str_ms_t_advizer_long_descr_fac5|Emirleri iletmesi için elinin altında güvenilir birisi olması her zaman iyidir.
str_ms_t_advizer_remour_descr_fac1|- Dedikodulara göre belediye başkanına bir haberci ile çok önemli emir geldi. 
str_ms_t_advizer_remour_descr_fac2|- Söylentiye göre haberci şehre gizli bir emir getirdi. Nasıl bir emir, kimse bilmiyor. 
str_ms_t_advizer_remour_descr_fac3|- Beyimiz acil bir mesaj aldı. Yeni haberciler rüzgar gibi uçuyorlar. 
str_ms_t_advizer_remour_descr_fac4|- Bugün haberci yeni posta getirdi; akrabalardan bir mesaj gelmiş...
str_ms_t_advizer_remour_descr_fac5|- Yine savaş! Haberci şehirler arasında deli gibi gidip geliyor! 
str_ms_t_secret_order_short_descr_fac1|Nöbetçi
str_ms_t_secret_order_short_descr_fac2|Nöbetçi
str_ms_t_secret_order_short_descr_fac3|Nöbetçi
str_ms_t_secret_order_short_descr_fac4|Nöbetçi
str_ms_t_secret_order_short_descr_fac5|Nöbetçi
str_ms_t_secret_order_long_descr_fac1|Şehirde suçluları bulup adalete teslim edecek bir görevli olması çok iyi bir şey.
str_ms_t_secret_order_long_descr_fac2|Hırsızları yakalayıp onları yargılayacak bir adam olunca her şey daha düzgün işliyor.
str_ms_t_secret_order_long_descr_fac3|Nöbetçiler çoğu zaman şehir komutanından daha önemlidir. Her türlü suçu kanunlara göre yargılayabilir ve gerektiğinde ihaneti ortaya çıkartan kişidir.
str_ms_t_secret_order_long_descr_fac4|Nöbetçi halk düzenini sağlar. İsyancılar komplolarını gerçekleştirmekte zorlanır, suçlulara rahat verilmez.
str_ms_t_secret_order_long_descr_fac5|Kazaklar çabuk sinirlenir. Tartışma ve münakaşa etmeden durmazlar. Nöbetçiler olmadan düzeni sağlamak çok zor olur.
str_ms_t_secret_order_remour_descr_fac1|- Dolandırıcılar kendi gölgelerinden korkar oldular. Nöbetçiler çok amansız.
str_ms_t_secret_order_remour_descr_fac2|- Nöbetçiler bu kadar amansızca hırsız avlamaya devam ederse şehrin yarısı kulaksız kalacak. 
str_ms_t_secret_order_remour_descr_fac3|- Nöbetçiler çok şefkatli. İsyancıyı kazığa geçirmek yerine astılar.
str_ms_t_secret_order_remour_descr_fac4|- Nöbetçinin biri zengin bir tüccarı hırsızlıkla suçladı. Duruşmalar oldukça hararetli geçeceğe benziyor.
str_ms_t_secret_order_remour_descr_fac5|- Dün nöbetçi bir at hırsızını yakaladı. Adam Tatar casusu çıktı ve tabii ki asıldı...
str_ms_t_tax_supervisor_short_descr_fac1|Vergi memuru
str_ms_t_tax_supervisor_short_descr_fac2|Vergi memuru
str_ms_t_tax_supervisor_short_descr_fac3|Vergi memuru
str_ms_t_tax_supervisor_short_descr_fac4|Vergi memuru
str_ms_t_tax_supervisor_short_descr_fac5|Vergi memuru
str_ms_t_tax_supervisor_long_descr_fac1|Halkı boş bırakırsak tek bir kuruş vergi alamazsın. Bu yüzden vergi memuruna ihtiyaç var.
str_ms_t_tax_supervisor_long_descr_fac2|İyi bir vergi memuru ağırlığı kadar gümüş eder. Şehir halkı sürekli vergiden kaçmaya çalışır, onları hizaya sokacak birine ihtiyaç var.
str_ms_t_tax_supervisor_long_descr_fac3|Şehirlerde ticaret artmakta. Ticaretin arttığı yerde vergi memuruna ihtiyaç var yoksa lord bütün ticarete rağmen gelir elde edemez.
str_ms_t_tax_supervisor_long_descr_fac4|Magdeburg hakları vatandaşları çok şımarttı, nasıl vergi verileceğini unuttular. Vergi memuru onlara hatırlatır... 
str_ms_t_tax_supervisor_long_descr_fac5|Savaş, isyan ve yağma... halk vergi vergi vermeyi unuttu. Vergi memuru hafızalarını tazeler...
str_ms_t_tax_supervisor_remour_descr_fac1|- Şehirli soylular öfke içinde! – Vergi ödemeleri gerekiyor! 
str_ms_t_tax_supervisor_remour_descr_fac2|- Dün vergi memuru çiftlikleri gezdi. İki horoz ve bir domuzumuzu aldı.
str_ms_t_tax_supervisor_remour_descr_fac3|- Ey Allah'ım! Lordumuz halkını o kadar düşünüyor ki bütün fazla paralarını alıyor. Bütün paramla vergi ödedim şimdi üzerime yeni cübbe bile alamıyorum!
str_ms_t_tax_supervisor_remour_descr_fac4|- Tabii ki vergiler hafif bir yük değil. Umalım ki paramız sadece ziyafet ve eğlence için kullanılmasın. 
str_ms_t_tax_supervisor_remour_descr_fac5|- Dün bir grup adam vergi memurunu hırpalamak için kapısına dayandı. Başımıza geldiğinden beri şehir huzur yüzü görmedi.
str_ms_t_trading_master_short_descr_fac1|Tüccar
str_ms_t_trading_master_short_descr_fac2|Tüccar
str_ms_t_trading_master_short_descr_fac3|Tüccar
str_ms_t_trading_master_short_descr_fac4|Tüccar
str_ms_t_trading_master_short_descr_fac5|Tüccar
str_ms_t_trading_master_long_descr_fac1|Eğer stok yapan bir adamınız varsa, hazineye daha fazla para girer.
str_ms_t_trading_master_long_descr_fac2|Güvenilir tüccar faydalı bir elamandır. Para getirir,haber iletir.
str_ms_t_trading_master_long_descr_fac3|Sağlam kervanbaşı şehre zenginlik getirir. Tüccarları gözler, dolandırıcılığı önler.
str_ms_t_trading_master_long_descr_fac4|Şehirde tüccar varsa fiyatlar ucuzlar. Tassaruf edilen para hazineye akar.
str_ms_t_trading_master_long_descr_fac5|Pazar alanında kendi dükkanın olması çok iyi bir fikir! Vatandaşlar para harcar ve ek gelir sağlar.
str_ms_t_trading_master_remour_descr_fac1|- Söylentiye göre bugün toptancılarda bir skandal yaşandı. Lordumuzun kendi tüccarı hile yapmaya kalktı.
str_ms_t_trading_master_remour_descr_fac2|- Bir başka tüccar daha iflas etti. Yakında sadece lordumuza hizmet eden tüccarlar ayakta kalacak.
str_ms_t_trading_master_remour_descr_fac3|- Söylentiye göre tüccar haşhaş kaçakçılığı yapıyor. Yapmasına şaşmamalı lordumuzun koruması altında.
str_ms_t_trading_master_remour_descr_fac4|- Tüccar şehre gelen bütün erzağını kendine almış. İnsanlar hükümetle gizli iş çevirdiğini söylüyor.
str_ms_t_trading_master_remour_descr_fac5|- Şu yeni tüccar votkaları üç katı fiyatına satıyor. Ne yapabiliriz ki? Diğer tüccarların içki satması yasaklandı. 
str_ms_t_priest_short_descr_fac1|Baş rahip
str_ms_t_priest_short_descr_fac2|Baş rahip
str_ms_t_priest_short_descr_fac3|Baş imam
str_ms_t_priest_short_descr_fac4|Baş rahip
str_ms_t_priest_short_descr_fac5|Baş rahip
str_ms_t_priest_long_descr_fac1|Baş rahibi olan bir şehir her zaman bazı imtiyazlara sahip olur.
str_ms_t_priest_long_descr_fac2|Kendi baş rahibi olursa halkla baş etmek daha kolay olur.
str_ms_t_priest_long_descr_fac3|Baş İmam inançlı insanlar için en üst yetkilidir. Eğer para ödemelerini söylerse çıt çıkarmadan öderler. İmamın sizin adamınız olması mühimdir.
str_ms_t_priest_long_descr_fac4|Baş rahip pek önemlidir. Dua eder ve düzeni korur. Gerektiğinde vergi konusunda da yardımcı olur. 
str_ms_t_priest_long_descr_fac5|Ağızı laf yapan bir baş rahip hazine kasalarını dolu tutmaya yarar.
str_ms_t_priest_remour_descr_fac1|- Baş rahip koroyu çok seviyor. En iyi seslileri katedral korosuna aldı.
str_ms_t_priest_remour_descr_fac2|- Baş rahip savaş lordumuzun oğlunu vaftiz etti. Akşam olunca çok sessizdi çok konuşmaktan boğazı şişmiş.
str_ms_t_priest_remour_descr_fac3|- Dün baş imam konuşma yaptı. Allah vergi vermeyeni sevmezmiş.
str_ms_t_priest_remour_descr_fac4|- Baş rahip geçen pazara yürüyüş düzenledi ve normalden üç kat fazla vergi topladı.
str_ms_t_priest_remour_descr_fac5|- Geçenlerde baş rahip bir dulun itiraflarını dinledi. O kadar hevesli dinleyip onu günahlarından arındırmaya çalıştı ki kadın hamile kaldı!
str_ms_t_garrison_commander_short_descr_fac1|Kale kumandanı
str_ms_t_garrison_commander_short_descr_fac2|Kale kumandanı
str_ms_t_garrison_commander_short_descr_fac3|Kale kumandanı
str_ms_t_garrison_commander_short_descr_fac4|Kale kumandanı
str_ms_t_garrison_commander_short_descr_fac5|Kale kumandanı
str_ms_t_garrison_commander_long_descr_fac1|Kale kumandanı kale içerisinde ki düzeni sağlamalıdır. 
str_ms_t_garrison_commander_long_descr_fac2|Kale kumandanı şehirde önemli birisidir. Garnizonu düzenler ve gerektiğinde milis toplar.
str_ms_t_garrison_commander_long_descr_fac3|Kale kumandanı şehrin askeri kumandanıdır. Eğer görevini iyi bir şekilde yerine getiriyorsa garnizon hakkında endişelenmezsiniz.
str_ms_t_garrison_commander_long_descr_fac4|Kale kumandanı garnizon disiplinini sağlar. Saldırı ihtimaline karşı milis yetiştirir. 
str_ms_t_garrison_commander_long_descr_fac5|Kale kumandanı bütün şehir halkını elinin tersi gibi tanır. Gerektiğinde herkesi anında silahlandırabilir. 
str_ms_t_garrison_commander_remour_descr_fac1|- Kale kumandanı askerlere o kadar iyi disiplin verdi ki, tuvalete bile marş halinde gidiyorlar.
str_ms_t_garrison_commander_remour_descr_fac2|- Kale kumandanı geçenlerde askerlere eğitim verdi. Birkaç çene kırdı birkaç kaburga. 
str_ms_t_garrison_commander_remour_descr_fac3|- Yeni kale kumandanı sayesinde bütün adamlarımız hergün düzenli askeri talime gidiyor. Günlük işleri yapacak adam kalmadı!
str_ms_t_garrison_commander_remour_descr_fac4|- Kahrolsun kale kumandanı! Masum şehirlileri acemi asker gibi ölümüne talim ediyor...
str_ms_t_garrison_commander_remour_descr_fac5|- Yeni kale kumandanı çok sert bir adam. Gençlere kazık yapmaları için idman çubukları verdi ve yorgunluktan bayılana kadar koşturdu. 
str_ms_t_upgrade_officer_infantry_short_descr_fac1|Piyade çavuşu
str_ms_t_upgrade_officer_infantry_short_descr_fac2|Piyade çavuşu
str_ms_t_upgrade_officer_infantry_short_descr_fac3|Piyade çavuşu
str_ms_t_upgrade_officer_infantry_short_descr_fac4|Piyade çavuşu
str_ms_t_upgrade_officer_infantry_short_descr_fac5|Piyade çavuşu
str_ms_t_upgrade_officer_infantry_long_descr_fac1|Askerlerin daima düzeni sağlayıp acemileri eğitecek bir piyade çavuşuna ihtiyacı vardır.
str_ms_t_upgrade_officer_infantry_long_descr_fac2|Askerlerin düzenini koruyup acemileri eğitecek bir piyade çavuşuna her zaman ihtiyaç vardır.
str_ms_t_upgrade_officer_infantry_long_descr_fac3|Süvariler kesinlikle daha güçlüdür, fakat piyadeleri boşlamamak gerekir.
str_ms_t_upgrade_officer_infantry_long_descr_fac4|Piyadelerin düzeni koruyup acemileri eğitecek bir kumandana ihtiyaçları vardır.
str_ms_t_upgrade_officer_infantry_long_descr_fac5|Yaya askerlerin düzenini koruyup acemileri eğitecek bir komutana ihtiyaçları vardır.
str_ms_t_upgrade_officer_infantry_remour_descr_fac1|- Söylentiye göre, zolnierlerin yeni bir piyade çavuşu var.
str_ms_t_upgrade_officer_infantry_remour_descr_fac2|- Söylentiye göre, piyade çavuşu atanmış.
str_ms_t_upgrade_officer_infantry_remour_descr_fac3|- Askerler çavuş sayesinde sadece bir sonraki bahar nereyi yağmalayacaklarını konusunda tartışıyor.
str_ms_t_upgrade_officer_infantry_remour_descr_fac4|- Adamların dediğine göre yeni bir piyade çavuşu atanmış.
str_ms_t_upgrade_officer_infantry_remour_descr_fac5|- Söylentiye göre piyadeleri yeni bir çavuş eğitiyor.
str_ms_t_upgrade_officer_cavalry_short_descr_fac1|Süvari yüzbaşısı
str_ms_t_upgrade_officer_cavalry_short_descr_fac2|Süvari yüzbaşısı
str_ms_t_upgrade_officer_cavalry_short_descr_fac3|Süvari yüzbaşısı
str_ms_t_upgrade_officer_cavalry_short_descr_fac4|Süvari yüzbaşısı
str_ms_t_upgrade_officer_cavalry_short_descr_fac5|Süvari yüzbaşısı
str_ms_t_upgrade_officer_cavalry_long_descr_fac1|At üstündeki savaş becerileri eğitim ve bilgi ister. Gerekli talim yapılmadan,süvari birlikleri pek bir işe yaramaz.
str_ms_t_upgrade_officer_cavalry_long_descr_fac2|At üstündeki savaş becerileri eğitim ve bilgi ister. Gerekli talim yapılmadan,süvari birlikleri pek bir işe yaramaz.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3|At üstündeki savaş becerileri eğitim ve bilgi ister. Gerekli talim yapılmadan,süvari birlikleri pek bir işe yaramaz.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4|At üstündeki savaş becerileri eğitim ve bilgi ister. Gerekli talim yapılmadan,süvari birlikleri pek bir işe yaramaz.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5|At üstündeki savaş becerileri eğitim ve bilgi ister. Gerekli talim yapılmadan,süvari birlikleri pek bir işe yaramaz.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1|- Süvari yüzbaşısı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2|- Süvari yüzbaşısı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3|- Süvari yüzbaşısı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4|- Süvari yüzbaşısı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5|- Süvari yüzbaşısı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1|Muhafız komutanı
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2|Muhafız komutanı
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3|Muhafız komutanı
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4|Muhafız komutanı
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5|Muhafız komutanı
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1|Alayda düzeni koruyup acemi yetiştirmek için muhafız komutanı bulunmalıdır.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2|Muhafız komutanının görevi asker yetiştirmektir – uzun mızrak ve ateşli silah tatbikatı yaptırmak.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3|Tüfek kullanmak kolay iş değil. Acemi yetiştirmek için Türk muhafız komutanları davet edilir.
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac4|Muhafız komutanı da piyadelerini iyi gözetmeli, düzeni koruyup, acemileri yetiştirmeli. 
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac5|Muhafız komutanı da kazakları iyi gözetmeli, düzeni koruyup, acemileri yetiştirmeli. 
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac1|- Söylentiye göre yeni bir muhafız komutanı atanmış.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac2|- Söylentiye göre yeni bir muhafız komutanı atanmış.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac3|- Nişancılar şehirde geziniyor. Yeni muhafız komutanı onları iyi yetiştirmiş.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac4|- Söylentiye göre yeni bir muhafız komutanı atanmış.
str_ms_t_upgrade_officer_infantry_guard_remour_descr_fac5|- Söylentiye göre yeni bir muhafız komutanı atanmış.
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac1|Zırhlı süvari komutanı
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac2|Zırhlı süvari komutanı
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac3|Zırhlı süvari komutanı
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac4|Zırhlı süvari komutanı
str_ms_t_upgrade_officer_cavalry_guard_short_descr_fac5|Zırhlı süvari komutanı
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac1|Zırhlı süvari komutanının görevi kazak süvarisi yetiştirip düzgün ateş etmelerini sağlamaktır.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac2|Zırhlı süvari komutanının görevi basittir. Milis kuvvet toplayarak onları eğitip yetiştirmek.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac3|Zırhlı süvari yetiştirmek ucuz değil,ama kesinlikle o fiyata değer.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac4|Zırhlı süvari yetiştirmek çok para ve zaman ister, ama buna değer. Zırhlı süvari saldırısından çok az insan sağ çıkabilir.
str_ms_t_upgrade_officer_cavalry_guard_long_descr_fac5|Zırhlı süvari hüssar kadar etkili değildir. Fakat işlerini yeterince iyi yerine getirirler. Ordunuz onlarsız başarıya ulaşamaz.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac1|- Zırhlı süvari komutanı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac2|- Zırhlı süvari komutanı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac3|- Şehirde pek bir hareketlilik var. Zırhlı süvari komutanı askerleri Han için savaşacakmışcasına mükemmel yetiştiriyor.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac4|- Zırhlı süvari komutanı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_cavalry_guard_remour_descr_fac5|- Zırhlı süvari komutanı hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_elite_guard_short_descr_fac1|Özel Muhafız Kumandanı
str_ms_t_upgrade_officer_elite_guard_short_descr_fac2|Özel Muhafız Kumandanı
str_ms_t_upgrade_officer_elite_guard_short_descr_fac3|Özel Muhafız Kumandanı
str_ms_t_upgrade_officer_elite_guard_short_descr_fac4|Özel Muhafız Kumandanı
str_ms_t_upgrade_officer_elite_guard_short_descr_fac5|Özel Muhafız Kumandanı
str_ms_t_upgrade_officer_elite_guard_long_descr_fac1|Leh Hüssarı Leh Krallığının en seçkin birliği sayılır. Tek bir süvari takımı bile zafer ihtimallerini çok arttırır.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac2|Soylu süvariler iyi silahlanmış ve eğitilmiştir. Saldırısı karşısında her türlü düşman yenilebilir.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac3|Özel ağır süvarilerimiz Avrupa'nın en iyisi kabul edilir. Bu ayrıcalığı tecrübeyle hak etmişlerdir!
str_ms_t_upgrade_officer_elite_guard_long_descr_fac4|İsveç zırhlı süvarileri İsveç ordusunun göz bebeğidir.
str_ms_t_upgrade_officer_elite_guard_long_descr_fac5|Zaporojya süvarileri çok az sayıdadır. Fakat mükemmel savaş eğitimi ve disiplini onları savaş alanında ölümcül yapar.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac1|- Bize zafer getirmesi beklenen özel birlikler hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac2|- Bize zafer getirmesi beklenen özel birlikler hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac3|- Bize zafer getirmesi beklenen özel birlikler hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac4|- Bize zafer getirmesi beklenen özel birlikler hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_elite_guard_remour_descr_fac5|- Bize zafer getirmesi beklenen özel birlikler hakkında çok konuşuluyor.
str_ms_t_upgrade_officer_mercenary_short_descr_fac1|Paralı asker kumandanı
str_ms_t_upgrade_officer_mercenary_short_descr_fac2|Paralı asker kumandanı
str_ms_t_upgrade_officer_mercenary_short_descr_fac3|Paralı asker kumandanı
str_ms_t_upgrade_officer_mercenary_short_descr_fac4|Paralı asker kumandanı
str_ms_t_upgrade_officer_mercenary_short_descr_fac5|Paralı asker kumandanı
str_ms_t_upgrade_officer_mercenary_long_descr_fac1|Paralı askerler daima işe yararlar. Deneyimli,eli kılıç tutan adamlardır. Paralı asker kumandanı en iyi askerler seçmeyi bilir.
str_ms_t_upgrade_officer_mercenary_long_descr_fac2|Paralı askerler daima işe yararlar. Deneyimli,eli kılıç tutan adamlardır. Paralı asker kumandanı en iyi askerler seçmeyi bilir.
str_ms_t_upgrade_officer_mercenary_long_descr_fac3|Paralı askerler daima işe yararlar. Deneyimli,eli kılıç tutan adamlardır. Paralı asker kumandanı en iyi askerler seçmeyi bilir.
str_ms_t_upgrade_officer_mercenary_long_descr_fac4|Paralı askerler daima işe yararlar. Deneyimli,eli kılıç tutan adamlardır. Paralı asker kumandanı en iyi askerler seçmeyi bilir.
str_ms_t_upgrade_officer_mercenary_long_descr_fac5|Paralı askerler daima işe yararlar. Deneyimli,eli kılıç tutan adamlardır. Paralı asker kumandanı en iyi askerler seçmeyi bilir.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac1|- Şehir tıpkı babil gibi değişik uluslardan oluşan bir karışım. Gezinen bir sürü yabancı paralı asker var.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac2|- Şehir tıpkı babil gibi değişik uluslardan oluşan bir karışım. Gezinen bir sürü yabancı paralı asker var.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac3|- Şehir tıpkı babil gibi değişik uluslardan oluşan bir karışım. Gezinen bir sürü yabancı paralı asker var.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac4|- Şehir tıpkı babil gibi değişik uluslardan oluşan bir karışım. Gezinen bir sürü yabancı paralı asker var.
str_ms_t_upgrade_officer_mercenary_remour_descr_fac5|- Şehir tıpkı babil gibi değişik uluslardan oluşan bir karışım. Gezinen bir sürü yabancı paralı asker var.
str_ms_v_mill_short_descr_fac1|Değirmen
str_ms_v_mill_short_descr_fac2|Değirmen
str_ms_v_mill_short_descr_fac3|Değirmen
str_ms_v_mill_short_descr_fac4|Değirmen
str_ms_v_mill_short_descr_fac5|Değirmen
str_ms_v_mill_long_descr_fac1|İnsanoğlu ekmek yapmayı öğrendiğinden beri, değirmen iyi gelir getiren bir yer oldu. 
str_ms_v_mill_long_descr_fac2|İnsanoğlu ekmek yapmayı öğrendiğinden beri, değirmen iyi gelir getiren bir yer oldu. 
str_ms_v_mill_long_descr_fac3|İnsanoğlu ekmek yapmayı öğrendiğinden beri, değirmen iyi gelir getiren bir yer oldu. 
str_ms_v_mill_long_descr_fac4|İnsanoğlu ekmek yapmayı öğrendiğinden beri, değirmen iyi gelir getiren bir yer oldu. 
str_ms_v_mill_long_descr_fac5|İnsanoğlu ekmek yapmayı öğrendiğinden beri, değirmen iyi gelir getiren bir yer oldu. 
str_ms_v_mill_remour_descr_fac1|- İnsanların dediğine göre eski değirmenci yeni değirmen yapıldığını öğrenince neredeyse kendini öldürüyordu.
str_ms_v_mill_remour_descr_fac2|- Eski değirmenci yeni değirmende yapılan ekmeklerden küf çıktığı söylentisini yayıyor.
str_ms_v_mill_remour_descr_fac3|- Allah'ım sen büyüksün! Artık şehirde birden fazla değirmen var ve inananlar tahıllarını nereye götürebileceğini seçebiliyor.
str_ms_v_mill_remour_descr_fac4|- Yeni değirmen yapıldığından beri unun fiyatı düştü.
str_ms_v_mill_remour_descr_fac5|- Söylentiye göre yeni değirmenci bir büyücüymüş...
str_ms_v_barn_short_descr_fac1|Depo
str_ms_v_barn_short_descr_fac2|Depo
